key;en-GROUP;hu-HU-x-HU text
settings.systemConfigurations.mobilePairing.pairingError;;Sikertelen párosítás
settings.systemConfigurations.mobilePairing.pairingFailed;;Hiba lépett fel eszközöd párosítása során
settings.systemConfigurations.mobilePairing.pairingInProgress;;Párosítás folyamatban
settings.systemConfigurations.mobilePairing.pairingSuccessful;;Sikeres bejelentkezés az eszközön
settings.systemConfigurations.mobilePairing.pinEntryHelpMessage;;Eszközöd ellenőrzéséhez add meg újra a fő PIN kódodat
settings.systemConfigurations.mobilePairing.qrCodeMode.description;;A párosításhoz kérjük, olvasd be a mobileszközöddel ezt a QR kódot!
settings.systemConfigurations.mobilePairing.qrCodeMode.subtitle;;QR kód beolvasása
settings.systemConfigurations.mobilePairing.readyToPair;;Párosításra elérhető
settings.systemConfigurations.mobilePairing.showQrCode;;QR kód megjelenítése
settings.systemConfigurations.mobilePairing.subtitle;;Hálózati eszközök
settings.systemConfigurations.mobilePairing.title;;Mobiltelefon párosítása
settings.systemConfigurations.networkAndPlayerLogs;;Hálózati és Lejátszási naplók
settings.systemConfigurations.networkLogsTitle;;Hálózati naplók
settings.systemConfigurations.noMaintenanceDone;;Nem volt karbantartás
settings.systemConfigurations.noMaintenanceTimeout;;No maintenance timeout
settings.systemConfigurations.playerLogsTitle;;Lejátszási naplók
settings.systemConfigurations.refreshCacheStatus;;Cache állapotának frissítése
settings.systemConfigurations.selfDiagnostics;;Öndiagnosztika
settings.systemConfigurations.soundBox;;Hangasszisztens
settings.systemConfigurations.soundBox.description;;Leválaszthatod ezt az eszközt a mediaboxodról, ha már nem akarod az extra hangvezérlést használni.
settings.systemConfigurations.soundBox.deviceList.title;;Elérhető eszközök
settings.systemConfigurations.soundBox.disconnectDevice;;Leválasztva
settings.systemConfigurations.soundBox.hideAlexaCards;;Rejtsd el az Alexa Kártyákat
settings.systemConfigurations.soundBox.showAlexaCards;;Mutasd az Alexa Kártyákat
settings.systemConfigurations.soundBox.title;;Hang asszisztensek
settings.systemConfigurations.soundbox.audioOutput;;Audio kimenet
settings.systemConfigurations.soundbox.audioOutput.checkOptical;;Győződj meg róla, hogy az optikai forrás ki van választva a telepítő mobilalkalmazáson.
settings.systemConfigurations.soundbox.audioOutput.off;;Kikapcsolva
settings.systemConfigurations.soundbox.audioOutput.off.selected;;A kikapcsoláshoz nyomd meg az OK gombot.
settings.systemConfigurations.soundbox.audioOutput.spdifstb;;Mediabox
settings.systemConfigurations.soundbox.audioOutput.spdifstb.selected;;Nyomd meg az OK gombot, hogy a Mediaboxod külső kimeneteként csatlakoztasd a Soundboxod.
settings.systemConfigurations.soundbox.audioOutput.spdiftv;;TV
settings.systemConfigurations.soundbox.audioOutput.spdiftv.selected;;Nyomd meg az OK gombot, hogy a TV-d külső kimeneteként csatlakoztasd a Soundboxod.
settings.systemConfigurations.soundbox.audioOutput.turnedOff;;Kikapcsolva
settings.systemConfigurations.soundbox.audioOutput.turnedOn;;Bekapcsolva
settings.systemConfigurations.status.downloading;;Letöltés ...
settings.systemConfigurations.status.failed;;Sikertelen
settings.systemConfigurations.status.finished;;Sikeresen lefutott
settings.systemConfigurations.status.ok;;OK
settings.systemConfigurations.status.ongoing;;Folyamatban
settings.systemConfigurations.subscriptionFiltering;;Előfizetés szűrés
settings.systemConfigurations.technicalDiagnostics;;Műszaki diagnosztika
settings.systemConfigurations.technicalDiagnostics.auth;;Hitelesítés
settings.systemConfigurations.technicalDiagnostics.authNrefresh;;AuthN token frissítés
settings.systemConfigurations.technicalDiagnostics.checkUpdate;;Frissítések keresése
settings.systemConfigurations.technicalDiagnostics.epg;;Műsorújság frissítése
settings.systemConfigurations.technicalDiagnostics.licencesRefresh;;Licencfrissítés
settings.systemConfigurations.technicalDiagnostics.localMaintenance;;Helyi karbantartás
settings.systemConfigurations.technicalDiagnostics.nagraCheckMaintenance;;Nagra karbantartás ellenőrzése
settings.systemConfigurations.technicalDiagnostics.nagraSSPCheckMaintenance;;Nagra SSP check maintenance
settings.systemConfigurations.technicalDiagnostics.newMaintenance;;Új karbantartás üzemmód
settings.systemConfigurations.technicalDiagnostics.no_save_home_mcast_stats;;No save home MCast stats
settings.systemConfigurations.technicalDiagnostics.noscan;;Beolvasás nem szükséges
settings.systemConfigurations.technicalDiagnostics.noupdate;;Frissítés nem szükséges
settings.systemConfigurations.technicalDiagnostics.oldMaintenance;;Korábbi karbantartás üzemmód
settings.systemConfigurations.technicalDiagnostics.restart;;Mediabox újraindítása
settings.systemConfigurations.technicalDiagnostics.save_home_mcast_stats;;Save home MCast stats
settings.systemConfigurations.technicalDiagnostics.scan;;Beolvasás
settings.systemConfigurations.technicalDiagnostics.scanStart;;Scan start
settings.systemConfigurations.technicalDiagnostics.sendTechnical;;Műszaki adatok küldése
settings.systemConfigurations.technicalDiagnostics.subtitle;;Utolsó karbantartási folyamat
settings.systemConfigurations.technicalDiagnostics.update;;Mediabox frissítése
settings.systemConfigurations.technicalOverlay;;Műszaki átfedés
settings.technicalOverlay;;Műszaki átfedés
settings.technicalOverlay.disable;;Kikapcsolás
settings.technicalOverlay.enable;;Engedélyezés
settings.tvBoxSettings;;Vodafone Mediabox Beállítások
settings.tvChannels.currentlyFound.cable;;Megtalált csatornák: <div class='halfSummary'>Cable<div class='channelsSummary'><div>%1 TV</div><div>%2 Rádió</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyFound.ftth;;Megtalált csatornák: <div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Rádió</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyHave.cable;;Jelenlegi csatornák:<div class='halfSummary'>Cable<div class='channelsSummary'><div>%1 TV</div><div>%2 Rádió</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyHave.ftth;;Jelenlegi csatornák: <div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Rádió</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.showDttChannels;;Földfelszíni csatornák megjelenítése
settings.tvChannels.weFound.cable;;Megtalált csatornák: <div class='halfSummary'>Cable<div class='channelsSummary'><div>%1 TV</div><div>%2 Rádió</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.weFound.ftth;;Megtalált csatornák: <div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Rádió</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvInput.auto;;Auto
settings.tvInput.auto.description;;Válaszd ezt az opciót, hogy automatikusan beállítsd a Vodafone TV távirányítódat, hogy szabályozhasd a TV-d hangerejét, és hogy be- és kikapcsolhasd a TV-d és a Mediaboxod.
settings.tvInput.config.power;;Áramellátás
settings.tvInput.config.power.description;;A mediabox és a TV be- és kikapcsolása a Vodafone TV távirányítóval.
settings.tvInput.config.volume;;Hangerő
settings.tvInput.config.volume.description;;Válaszd ezt az opciót, hogy engedélyezd a TV-d hangerejének szabályozását a Vodafone távirányítóddal.
settings.tvInput.deviceList;;Eszközök listája
settings.tvInput.deviceList.availableDeviceList.description;;Bármilyen eszközt tudsz vezérelni a Vodafone TV tárvirányítóddal, ami HDMI támogatott és azon keresztül van csatlakoztatva.
settings.tvInput.deviceList.availableDeviceList.title;;CEC Eszköz lista
settings.tvInput.deviceList.description;;Ahhoz, hogy lásd és a Vodafone TV távirányítójával tudd váltogatni a HDMI-n keresztül csatlakoztatott eszközeidet, be kell kapcsolnod a beállításokban HDMI CEC-t
settings.tvInput.deviceList.unavailableDeviceList.description;;Ahhoz, hogy lásd és a Vodafone TV távirányítójával tudd váltogatni a HDMI-n keresztül csatlakoztatott eszközeidet, be kell kapcsolnod a beállításokban HDMI CEC-t
settings.tvInput.deviceList.vodafoneDevice;;Vodafone TV
settings.tvInput.manual;;Kézi
settings.tvInput.manual.cecSettings;;CEC beállítások
settings.tvInput.manual.description;;Néhány TV nem támogat minden funkciót, ha problémád van, kérjük, fordulj a TV támogatáshoz. Válaszd ezt az opciót, hogy engedélyezd a TV-d hangerejének szabályozását, és a TV-d és a Mediaboxod be- és kikapcsolását a Vodafone TV távirányítóddal.
settings.tvInput.off;;Kikapcsolva
settings.tvInput.off.description;;Válaszd ezt az opciót a HDMI-vel csatlakoztatott TV és mediabox funkciók kikapcsolásához.
settings.tvInput.userOff;;Kikapcsol
settings.uiVersionOverlay;;UI verzió overlay
settings.uiVersionOverlay.hide;;Elrejtés
settings.uiVersionOverlay.show;;Megjelenítés
settings.visualScrubberStatus;;Tekerési állapotjelző
settings.visualScrubberStatus.disable;;Kikapcsolás
settings.visualScrubberStatus.enable;;Engedélyezés
settings.voice.channel_change.default.answer;;Csatorna váltás válasza
settings.voice.channel_change.default.question;;Csatorna váltás
settings.voice.navigate.default.answer;;Navigáció válasza
settings.voice.navigate.default.question;;Navigáció 
settings.voice.search.default.answer;;Használhatsz hang irányítást a Vodafone TV vezérléséhez. Aktiváld a hang irányítást a Voice gomb megnyomásával a távirányítón.
settings.voice.search.default.question;;Keresés
settings.voice.title;;Hang
settings.voice.voiceTopics;;Hangbeállítások
settings.voiceAssistants;;Hang asszisztensek
settings.warning.popup.recommendationsOptOut;;A jóváhagyás hiányában lemaradsz az ajánlásokról és a többi olyan extra funkcióról, amelyek a Vodafone TV kiemelkedő ügyfélélményét biztosítják. Biztosan folytatni szeretnéd vagy Visszalépsz, hogy mégis változtass a Beállításokon?
shopInShop.disclaimer.title;;Figyelmeztetés
smartTV.firstInstall.buttons.clear;;Törlés
smartTV.firstInstall.buttons.signin;;Bejelentkezés
smartTV.firstInstall.buttons.whatsnew;;Újdonságok
smartTV.firstInstall.incompatibleDeviceErrorScreen.title;;
smartTV.firstInstall.login.error.description;;Kérjük, próbáld újra<br/>,vagy hívd az Ügyfélszolgálatot a 1270-es számon
smartTV.firstInstall.login.error.title;;Probléma merült fel a fiókoddal
smartTV.firstInstall.login.error.tooManyDevices.description;;A művelet nem sikerült: a párosított készülékek száma elérte a limitet.
smartTV.firstInstall.login.error.tvAlreadyPaired.description;;A művelet nem sikerült, mivel a TV készülék már párosítva van.
smartTV.firstInstall.login.fail.description;;Úgy tűnik, nem találjuk a fiókját.
smartTV.firstInstall.login.fail.title;;Hoppá
smartTV.firstInstall.login.nativeInput.placeholder;;Nyomd meg az OK-t a belépéshez
smartTV.firstInstall.login.nativePassword.title;;Írd be a jelszavadat
smartTV.firstInstall.login.nativeUsername.title;;Írd be a felhasználónevedet
smartTV.firstInstall.login.password.description;;Jelszó
smartTV.firstInstall.login.password.title;;Jelszó
smartTV.firstInstall.login.success.description;;Már majdnem kész...
smartTV.firstInstall.login.success.title;;Szuper, sikeres!
smartTV.firstInstall.login.udid;;UDID: %1
smartTV.firstInstall.login.username.description;;Ha már van fiókod, jelentkezz be
smartTV.firstInstall.login.username.placeholder;;Felhasználónév megadása
smartTV.firstInstall.login.username.title;;Felhasználónév
smartTV.firstInstall.login.welcome.description;;Kérjük, hogy lépj be a Vodafone TV előfizetésedhez tartozó felhasználóneveddel és jelszavaddal
smartTV.firstInstall.login.welcome.title;;Üdvözöl a Vodafone TV
smartTV.mainMenu.watchTV;;TV nézés
smartTV.popups.exit.message;;Biztosan ki akarsz lépni?
smartTV.popups.exit.title;;Ezzel kilépsz a Vodafone TV-ből.
smartTV.settings.account.logout;;Kilépés
smartTV.settings.account.logout.popup;;Biztos, hogy ki szeretnél lépni?
smarttv.offlineMode.buttonText;;
smarttv.offlineMode.descriptionText;;
smarttv.offlineMode.loadingText;;
smarttv.offlineMode.title;;
somethingDifferent;;Valami más
somethingSimilar;;Valami hasonló
sr.notification.error.authenticationError;;%1: Sajnáljuk, nem tudtunk bejelentkezni. Próbálkozzon újra később.
sr.notification.error.device.existsInOther.households;;%1: Sajnos nem sikerült regisztrálni ezt az eszközt. Az eszköz egy másik fiókhoz van társítva.
sr.notification.error.exceeded.limit;;%1: Sajnáljuk, elérte a fiókjában regisztrálható eszközök maximális számát. Kérjük, távolítson el egy eszközt a fiókjából.
sr.notification.error.kaltura.service.expired;;
sr.notification.error.kaltura.service.invalid;;
sr.notification.error.kaltura.service.revocation;;
sr.notification.error.notAllowed.type.device;;%1: Sajnáljuk, ez az eszköz nem kompatibilis a szolgáltatásunkkal. Kérjük, próbálkozzon újra egy másik eszközzel.
sr.notification.error.secretCode.problem;;%1: Sajnáljuk, nem tudtunk bejelentkezni. Próbálkozzon újra később. Ennek két kulcsa van a wit dokumentumban.
technicalOverlay.widget.label.audioBuffer;;Audio buffer
technicalOverlay.widget.label.audioPid;;Audio PID
technicalOverlay.widget.label.bandwidthManagement;;Sávszélesség-kezelés
technicalOverlay.widget.label.ber;;BER
technicalOverlay.widget.label.blackout;;Blackout
technicalOverlay.widget.label.bufferingTime;;Buffering time
technicalOverlay.widget.label.currentTime;;Current time
technicalOverlay.widget.label.droppedFrames;;Dropped frames
technicalOverlay.widget.label.errorManagement;;Hibakezelés
technicalOverlay.widget.label.estimatedBandwidth;;Estimate bandwidth
technicalOverlay.widget.label.frequency;;Frekvencia
technicalOverlay.widget.label.licenseTime;;License time
technicalOverlay.widget.label.liveLatency;;Live latency
technicalOverlay.widget.label.loadLatency;;Load latency
technicalOverlay.widget.label.multiaudio;;Multiaudio
technicalOverlay.widget.label.multicastGroup;;Multicast csoport
technicalOverlay.widget.label.packetLoss;;Csomagveszteség
technicalOverlay.widget.label.progressBar;;Folyamat előrehaladásának állapota
technicalOverlay.widget.label.sid;;SID
technicalOverlay.widget.label.snr;;SNR
technicalOverlay.widget.label.streamBandwidth;;Stream bandwidth
technicalOverlay.widget.label.streamType;;Adatfolyam-típus
technicalOverlay.widget.label.textBuffer;;Text buffer
technicalOverlay.widget.label.videoBuffer;;Video buffer
technicalOverlay.widget.label.videoPid;;Video PID
technicalOverlay.widget.title;;Műszaki átfedés
upnext.footer.back;;Vissza
upnext.footer.moreEpisodes;;Többi epizód
upnext.header.nextEpisode;;Következő epizód
upnext.header.startingCounter;;Hamarosan kezdődik: %1
upnextRecommendations1;;Valami hasonló
upnextRecommendations2;;Valami más
voice.app.changeChannel.text;;<p>Kilépés %1 Alkalmazásból és megtekintés a Vodafone TV-n</p><p>vagy %3 megkeresése a %4 Alkalmazásban</p>
voice.app.searchNotAllowed.text;;A keresés nem lehetséges itt
voice.interface.searchScreenAccessMessage;;Mit keresel?
voice.interface.startMessage;;Miben segíthetünk?
voiceChrome.interface.listening;;Hallgat...
voiceChrome.interface.speaking;;Beszéd..
voiceChrome.interface.thinking;;Gondolkozik...
volume.hintHotkeyProfiles;;Némítás gomb<br> hosszan nyomása az audio profilokhoz 
watchNext.purchase;;Vásárlás
watchNext.recording;;Folytatás
watchNext.rental;;Kölcsönzések
wifi.bandwidthStatePopup.description;;A probléma megoldása érdekében, kérjük, nyomd meg az Újrapróbál gombot és ellenőrizd a routert, tedd közelebb a mediaboxhoz vagy távolíts el minden akadályozó elemet a közeléből. Ha a probléma továbbra is fenn áll, hívd az ügyfélszolgálatot (1270)
wifi.bandwidthStatePopup.title;;Sajnáljuk, probléma lépett fel a WIFI sávszélességeddel
wifi.buttons.tryAgain;;Újrapróbál
