key;en-GROUP;sq-AL-x-AL text
settings.selfDiagnostics.issuesTable.message.sdi02.01;;Pajisja Vodafone TV aktualisht nuk mund të lidhet me Internetin, nëse ke probleme të ngjashme në pajisje të tjera të lidhura me rrjetin në shtëpi, kontrollo me ofruesin e internetit pasi mund të ketë një ndërprerje të përgjithshme të Internetit<br />Nëse ke probleme me Vodafone TV, provo të fikësh pajisjen dhe rindize për ta rilidhur me internetin. Nëse problemet vazhdojnë, kontakto Kujdesin e Klientit për ndihmë të mëtejshme.
settings.selfDiagnostics.issuesTable.message.sdi02.02;;Vodafone TV aktualisht nuk mund të lidhet me Vodafone për shkak të ndërprerjeve të mundshme të shërbimit. Kontakto Kujdesin e Klientit. 
settings.selfDiagnostics.issuesTable.message.sdi03.01;;Aktualisht nuk ka kabëll ajror të lidhur me pajisjen. Kontrollo nëse kablli ajror është i lidhur. 
settings.selfDiagnostics.issuesTable.message.sdi03.02;;Vodafone TV vëren që po shfaqet video me cilësi të dobët për shkak të sinjalit të dobët nga kablli ajror TV. Kontrollo lidhjen ajrore dhe rregullo antenën TV. 
settings.selfDiagnostics.issuesTable.message.sdi03.03;;Vodafone TV vëren se transmetimi video është me cilësi të ulët për shkak të kapacitetit të internetit ose problemeve të lidhjes. Nëse po vëren problem në cilësinë e videove, kjo mund të ndodhë sepse aktualisht ke një konsum të lartë të përdorimit të internetit (Shikimi në më shumë se një pajisje ose shkarkimi i skedarëve të mëdhenj) që mund të degradojë përvojën në TV dhe në kapacitetin e përgjithshëm të internetit. <br/> Zvogëlo konsumin ndërsa shikon Vodafone TV ose përditëso paketën e Internetit. 
settings.selfDiagnostics.issuesTable.message.sdi04.01;;Bateritë në telekomandën e Vodafone TV po konsumohen. Ndrysho bateritë e telekomandës. 
settings.selfDiagnostics.issuesTable.message.sdi04.02;;Kur lidh telekomandën me pajisjen Vodafone TV, nuk kërkohet më ta drejtosh telekomandën në drejtim të pajisjes Vodafone TV. <br />Mund të vendosësh pajisjen brenda në dollap. Për të përfituar nga kjo, lidh telekomandën duke shkuar te Cilësimet > Më shumë cilësime > Telekomanda > Lidh telekomandën
settings.selfDiagnostics.issuesTable.message.sdi05.01;;Ka përditësime softueri të disponueshme për pajisjen. Përditëso pajisjen për të aksesuar versionin më të fundit. 
settings.selfDiagnostics.issuesTable.message.sdi06.01;;Ka një problem me hapësirën e ruajtjes lokale e cila çaktivizon Funksionalitetin PauseTV. <br/>Rindiz pajisjen ose telefono suportin teknik nëse problemi vazhdon.
settings.selfDiagnostics.issuesTable.title.sdi01.01;;Nuk ka lidhje në rrjet
settings.selfDiagnostics.issuesTable.title.sdi01.02;;Nuk ka Adresë IP
settings.selfDiagnostics.issuesTable.title.sdi01.03;;Fuqi e dobët e sinjalit Wifi
settings.selfDiagnostics.issuesTable.title.sdi02.01;;Nuk lidhet me Internetin
settings.selfDiagnostics.issuesTable.title.sdi02.02;;Nuk mund të lidhet me Vodafone
settings.selfDiagnostics.issuesTable.title.sdi03.01;;Nuk ka asnjë kabëll ajror të lidhur
settings.selfDiagnostics.issuesTable.title.sdi03.02;;Sinjal me cilësi të ulët përmes kabllit ajror
settings.selfDiagnostics.issuesTable.title.sdi03.03;;Transmetim Video TV me cilësi të ulët nëpërmjet Internetit
settings.selfDiagnostics.issuesTable.title.sdi04.01;;Fuqi e Ulët në Bateritë e Telekomandës
settings.selfDiagnostics.issuesTable.title.sdi04.02;;Lidh telekomandën me Vodafone TV
settings.selfDiagnostics.issuesTable.title.sdi05.01;;Përditësime të disponueshme
settings.selfDiagnostics.issuesTable.title.sdi06.01;;Nuk mund të aksesohet hapësira e ruajtjes lokale
settings.selfDiagnostics.noErrors;;Nuk u gjet asnjë problem me Vodafone GigaTV
settings.serviceSettings;;Cilësimet e Shërbimit
settings.showBackgroundProcess.hide;;Fshih
settings.showBackgroundProcess.show;;Shfaq
settings.soundAndVideo;;Zëri dhe Video
settings.subscriptionFiltering.allAppsHidden;;Të gjitha aplikacionet e fshehura
settings.subscriptionFiltering.appsHidden;;%1 Aplikacione të fshehura
settings.subscriptionFiltering.description;;Mund të zgjedhësh se cilat Aplikacione dëshiron të fshehësh apo shfaqësh duke bërë përzgjedhjen tënde nga lista e ofruesve të Aplikacionit.
settings.subscriptionFiltering.title;;Filtro Aplikacionet
settings.systemConfigurations.bluetooth.deviceList.title;;Pajisje të disponueshme
settings.systemConfigurations.bluetooth.devicePairedList.title;;Pajisje të lidhura
settings.systemConfigurations.developerMode;;Mënyra e Zhvilluesit
settings.systemConfigurations.epgStbCacheStatus;;Statusi i ruajtjes së EPG në pajisje
settings.systemConfigurations.epgUiCacheStatus;;Statusi i ruajtjes së ndërfaqes së EPG
settings.systemConfigurations.lastActiveStandby;;Standby e fundit Aktive
settings.systemConfigurations.lastBoots;;Ndezja e fundit
settings.systemConfigurations.lastFullMaintenance;;Mirëmbajtja e fundit e plotë
settings.systemConfigurations.lastLoginDate;;Data e identifikimit të fundit
settings.systemConfigurations.lastMaintenance;;Mirëmbajtja e fundit
settings.systemConfigurations.lastMaintenanceReboot;;Rindezja e fundit për mirëmbajtje
settings.systemConfigurations.lastTechnicalDiagUpdate;;Përditësimi i fundit diagnostikues teknik
settings.systemConfigurations.maintenanceTimeoutEvents;;Afat mirëmbajtje për eventet MW
settings.systemConfigurations.mobilePairing;;Lidhja me telefonin
settings.systemConfigurations.mobilePairing.concurrentPairingDenied;;Nuk mund të lidhësh më shumë se një pajisje.
settings.systemConfigurations.mobilePairing.description;;Lidh dhe menaxho pajisjet e disponueshme celulare. <br/> Mund të lidhësh llogarinë tënde me aplikacionin celular duke përdorur një kod QR, thjesht skano kodin QR për të filluar.
settings.systemConfigurations.mobilePairing.deviceList.title;;Pajisje të Disponueshme
settings.systemConfigurations.mobilePairing.failed;;Dështoi
settings.systemConfigurations.mobilePairing.failure;;Një gabim ndodhi gjatë lidhjes automatike me celularin tënd.
settings.systemConfigurations.mobilePairing.paired;;Lidhur
settings.systemConfigurations.mobilePairing.pairingError;;Gabim në lidhje
settings.systemConfigurations.mobilePairing.pairingFailed;;Lidhja me pajisjen tënde dështoi
settings.systemConfigurations.mobilePairing.pairingInProgress;;Lidhja në vazhdim
settings.systemConfigurations.mobilePairing.pairingSuccessful;;Identifikuar me sukses në pajisjen tënde
settings.systemConfigurations.mobilePairing.pinEntryHelpMessage;;Të lutem vendos PIN kryesor për të verifikuar pajisjen tënde
settings.systemConfigurations.mobilePairing.qrCodeMode.description;;Skano këtë Kod QR në pajisjen tënde celulare për ta lidhur
settings.systemConfigurations.mobilePairing.qrCodeMode.subtitle;;Skano Kodin QR
settings.systemConfigurations.mobilePairing.readyToPair;;I disponueshëm për lidhje
settings.systemConfigurations.mobilePairing.showQrCode;;Shfaq Kodin QR
settings.systemConfigurations.mobilePairing.subtitle;;Pajisjet e Rrjetit
settings.systemConfigurations.mobilePairing.title;;Lidhja me telefonin
settings.systemConfigurations.networkAndPlayerLogs;;Regjistrat e Rrjetit dhe Player-it
settings.systemConfigurations.networkLogsTitle;;Regjistrat e Rrjetit
settings.systemConfigurations.noMaintenanceDone;;Nuk është kryer mirëmbajtja
settings.systemConfigurations.noMaintenanceTimeout;;Pa afat mirëmbajtje
settings.systemConfigurations.playerLogsTitle;;Regjistrat e Player-it
settings.systemConfigurations.refreshCacheStatus;;Rifresko Statusin e kujtesës Cache
settings.systemConfigurations.selfDiagnostics;;Vetë-Diagnostikim
settings.systemConfigurations.soundBox;;Asistentë Zanorë
settings.systemConfigurations.soundBox.description;;Mund ta shkëputësh këtë pajisje nga TV nëse nuk dëshiron të përdorësh më kontrollin e zërit ekstra.
settings.systemConfigurations.soundBox.deviceList.title;;Pajisje të disponueshme
settings.systemConfigurations.soundBox.disconnectDevice;;Shkëput
settings.systemConfigurations.soundBox.hideAlexaCards;;Fshih Kartat Alexa
settings.systemConfigurations.soundBox.showAlexaCards;;Shfaq Kartat Alexa
settings.systemConfigurations.soundBox.title;;Asistentë Zanorë
settings.systemConfigurations.soundbox.audioOutput;;Output i audios
settings.systemConfigurations.soundbox.audioOutput.checkOptical;;Sigurohu që burimi optik është përzgjedhur gjatë instalimit të aplikacionit celular.
settings.systemConfigurations.soundbox.audioOutput.off;;Fikur
settings.systemConfigurations.soundbox.audioOutput.off.selected;;Shtyp OK për ta fikur.
settings.systemConfigurations.soundbox.audioOutput.spdifstb;;Pajisja
settings.systemConfigurations.soundbox.audioOutput.spdifstb.selected;;Shtyp OK për të lidhur Soundbox-in tënd si output të jashtëm për pajisjen Vodafone TV.
settings.systemConfigurations.soundbox.audioOutput.spdiftv;;TV
settings.systemConfigurations.soundbox.audioOutput.spdiftv.selected;;Shtyp OK për të lidhur Soundbox-in tënd si output të jashtëm për pajisjen Vodafone TV.
settings.systemConfigurations.soundbox.audioOutput.turnedOff;;Fikur
settings.systemConfigurations.soundbox.audioOutput.turnedOn;;Ndezur
settings.systemConfigurations.status.downloading;;Duke shkarkuar ...
settings.systemConfigurations.status.failed;;Dështoi
settings.systemConfigurations.status.finished;;U krye
settings.systemConfigurations.status.ok;;OK
settings.systemConfigurations.status.ongoing;;Në vazhdim ...
settings.systemConfigurations.subscriptionFiltering;;Filtrimi i Abonimit
settings.systemConfigurations.technicalDiagnostics;;Diagnostikimi Teknik
settings.systemConfigurations.technicalDiagnostics.auth;;Identifikimi
settings.systemConfigurations.technicalDiagnostics.authNrefresh;;Rifreskim i tokenit AuthN
settings.systemConfigurations.technicalDiagnostics.checkUpdate;;Kontrollo për përditësim
settings.systemConfigurations.technicalDiagnostics.epg;;Përditësim EPG
settings.systemConfigurations.technicalDiagnostics.licencesRefresh;;Rifreskim i licencave
settings.systemConfigurations.technicalDiagnostics.localMaintenance;;Mirëmbajtja Lokale
settings.systemConfigurations.technicalDiagnostics.nagraCheckMaintenance;;Mirëmbajtje kontrolli për Nagra
settings.systemConfigurations.technicalDiagnostics.nagraSSPCheckMaintenance;;Kontroll mirëmbajtje për Nagra SSP
settings.systemConfigurations.technicalDiagnostics.newMaintenance;;Modaliteti i ri i mirëmbajtjes
settings.systemConfigurations.technicalDiagnostics.no_save_home_mcast_stats;;No save home MCast stats
settings.systemConfigurations.technicalDiagnostics.noscan;;Nuk ka nevojë për skanim
settings.systemConfigurations.technicalDiagnostics.noupdate;;Nuk ka Nevojë për Përditësim
settings.systemConfigurations.technicalDiagnostics.oldMaintenance;;Mënyra e vjetër e mirëmbajtjes
settings.systemConfigurations.technicalDiagnostics.restart;;Rindiz pajisjen
settings.systemConfigurations.technicalDiagnostics.save_home_mcast_stats;;Save home MCast stats
settings.systemConfigurations.technicalDiagnostics.scan;;Skanim
settings.systemConfigurations.technicalDiagnostics.scanStart;;Fillimi i skanimit
settings.systemConfigurations.technicalDiagnostics.sendTechnical;;Dërgo të dhënat teknike
settings.systemConfigurations.technicalDiagnostics.subtitle;;Veprimet e mirëmbajtjes së fundit
settings.systemConfigurations.technicalDiagnostics.update;;Përditëso pajisjen
settings.systemConfigurations.technicalOverlay;;Mbulimi Teknik
settings.technicalOverlay;;Mbulimi Teknik
settings.technicalOverlay.disable;;Çaktivizo
settings.technicalOverlay.enable;;Aktivizo
settings.tvBoxSettings;;Cilësimet e Vodafone TV
settings.tvChannels.currentlyFound.cable;;Kanalet e gjetura:<div class='halfSummary'>Kabëll<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyFound.ftth;;Kanalet e gjetura:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyHave.cable;;Kanalet aktuale:<div class='halfSummary'>Kabëll<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyHave.ftth;;Kanalet aktuale:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.showDttChannels;;Shfaq kanalet tokësore
settings.tvChannels.weFound.cable;;Kanalet e gjetura:<div class='halfSummary'>Kabëll<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.weFound.ftth;;Kanalet e gjetura:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvInput.auto;;Automatike
settings.tvInput.auto.description;;Zgjidh këtë opsion për të instaluar automatikisht telekomandën Vodafone TV që të kontrollosh volumin e TV dhe të aktivizosh ndezjen dhe fikjen e TV dhe pajisjes Vodafone TV së bashku, duke përdorur butonin e ndezjes.
settings.tvInput.config.power;;Ndiz
settings.tvInput.config.power.description;;Zgjidh këtë opsion për të kontrolluar gjendjen Stand-by të televizorit tënd dhe pajisjes Vodafone TV përmes butonit të energjisë të telekomandës së GigaTV
settings.tvInput.config.volume;;Volumi
settings.tvInput.config.volume.description;;Zgjidh këtë opsion për të mundësuar kontrollin e volumit të televizorit tënd duke përdorur telekomandën e Vodafone TV.
settings.tvInput.deviceList;;Lista e Pajisjeve
settings.tvInput.deviceList.availableDeviceList.description;;Do të jesh në gjendje të kontrollosh çdo pajisje që mbështetet dhe lidhet përmes HDMI duke përdorur telekomandën Vodafone TV
settings.tvInput.deviceList.availableDeviceList.title;;Lista e Pajisjeve CEC
settings.tvInput.deviceList.description;;Për të parë pajisjet e tua të lidhura HDMI dhe për të qenë në gjendje të kalosh midis tyre duke përdorur telekomandën Vodafone TV duhet të kesh të ndezura cilësimet e HDMI CEC
settings.tvInput.deviceList.unavailableDeviceList.description;;Për të parë pajisjet e tua të lidhura HDMI dhe për të qenë në gjendje të kalosh midis tyre duke përdorur telekomandën Vodafone TV duhet të kesh të ndezura cilësimet e HDMI CEC
settings.tvInput.deviceList.vodafoneDevice;;Vodafone GigaTV
settings.tvInput.manual;;Manuale
settings.tvInput.manual.cecSettings;;Cilësimet CEC
settings.tvInput.manual.description;;Disa TV nuk do të lejojnë të kontrollosh disa karakteristika dhe nëse ka probleme, këshillohu me guidën TV. Zgjidh këtë mundësi për të lejuar të zgjedhësh volumin ose ndezjen e TV-në dhe pajisjes Vodafone TV njëkohësisht duke përdorur telekomandën.
settings.tvInput.off;;Fikur
settings.tvInput.off.description;;Zgjidh këtë opsion për të fikur TV e lidhur me HDMI dhe funksionet e pajisjes Vodafone TV.
settings.tvInput.userOff;;Fikur
settings.uiVersionOverlay;;Mbivendosja e versionit UI
settings.uiVersionOverlay.hide;;Fshih
settings.uiVersionOverlay.show;;Shfaq
settings.visualScrubberStatus;;Scrubber Vizual
settings.visualScrubberStatus.disable;;Çaktivizo
settings.visualScrubberStatus.enable;;Aktivizo
settings.voice.channel_change.default.answer;;Përgjigje për Ndryshim Kanali
settings.voice.channel_change.default.question;;Ndryshim Kanali
settings.voice.navigate.default.answer;;Përgjigje e Lundrimit
settings.voice.navigate.default.question;;Lundro 
settings.voice.search.default.answer;;Mund të përdorësh Zërin për të kontrolluar Vodafone TV. Aktivizo Zërin duke shtypur butonin e Zërit në telekomandë.
settings.voice.search.default.question;;Kërko
settings.voice.title;;Zëri
settings.voice.voiceTopics;;Subjektet e Zërit
settings.voiceAssistants;;Asistentë Zanorë
settings.warning.popup.recommendationsOptOut;;Duke mos rënë dakord me cilësimet e mëparshme të përmbajtjes, do të humbësh disa nga veçoritë e veçanta të shërbimit dhe ne nuk mund të garantojmë përvojën më të mirë të Vodafone TV. A je i sigurt që do të vazhdosh me instalimin apo do të kthehesh pas për të ndryshuar zgjedhjen tënde?
shopInShop.disclaimer.title;;Mohim
smartTV.firstInstall.buttons.clear;;Fshi
smartTV.firstInstall.buttons.signin;;Hyr
smartTV.firstInstall.buttons.whatsnew;;Çfarë është Vodafone GigaTV
smartTV.firstInstall.incompatibleDeviceErrorScreen.title;;Error për pajisjet Blacklist
smartTV.firstInstall.login.error.description;;Të lutem provo përsëri<br/>ose kontakto direkt në Shërbimin e Klientit në numrin 0699000140
smartTV.firstInstall.login.error.title;;Probleme me llogarinë
smartTV.firstInstall.login.error.tooManyDevices.description;;Ka shumë pajisje në grupin e llogarisë tënde
smartTV.firstInstall.login.error.tvAlreadyPaired.description;;Pajisja është e lidhur tashmë
smartTV.firstInstall.login.fail.description;;Nuk mund të gjejmë llogarinë tënde
smartTV.firstInstall.login.fail.title;;Oops
smartTV.firstInstall.login.nativeInput.placeholder;;Shtyp OK për të hyrë
smartTV.firstInstall.login.nativePassword.title;;Vendos fjalëkalimin
smartTV.firstInstall.login.nativeUsername.title;;Vendos emrin e përdoruesit
smartTV.firstInstall.login.password.description;;Nëse ke një llogari identifikohu. Nëse do të dish më shumë për shërbimin tonë TV, përzgjidh Cfarë është Vodafone GigaTV.
smartTV.firstInstall.login.password.title;;Fjalëkalimi
smartTV.firstInstall.login.success.description;;Pothuajse aty...
smartTV.firstInstall.login.success.title;;Epo, Suksese!
smartTV.firstInstall.login.udid;;UDID: %1
smartTV.firstInstall.login.username.description;;Nëse ke një llogari, identifikohu në të.
smartTV.firstInstall.login.username.placeholder;;Vendos emrin e përdoruesit
smartTV.firstInstall.login.username.title;;Emri i përdoruesit
smartTV.firstInstall.login.welcome.description;;Të lutem identifikohu me emrin e përdoruesit dhe fjalëkalimin e lidhur me llogarinë tënde Vodafone TV
smartTV.firstInstall.login.welcome.title;;Mirësevjen në Vodafone TV
smartTV.mainMenu.watchTV;;Shiko TV
smartTV.popups.exit.message;;Je i sigurt që dëshiron të dalësh?
smartTV.popups.exit.title;;Po del nga Vodafone TV
smartTV.settings.account.logout;;Dil
smartTV.settings.account.logout.popup;;A je i sigurt që do të dalësh?
smarttv.offlineMode.buttonText;;Ngarko përsëri
smarttv.offlineMode.descriptionText;;Të lutem rishiko cilësimet e rrjetit në cilësimet e TV Smart për të rivendosur lidhjen.
smarttv.offlineMode.loadingText;;Duke u ngarkuar
smarttv.offlineMode.title;;Humbja e lidhjes
somethingDifferent;;Diçka ndryshe
somethingSimilar;;Diçka e ngjashme
sr.notification.error.authenticationError;;%1: Na vjen keq, nuk mundëm të të identifikonim. Provo përsëri më vonë.
sr.notification.error.device.existsInOther.households;;%1: Na vjen keq, nuk mund ta regjistrojmë këtë pajisje. Pajisja është e lidhur me një llogari tjetër.
sr.notification.error.exceeded.limit;;%1: Na vjen keq, ke arritur numrin maksimal të pajisjeve të lejuara për t'u regjistruar në llogarinë tënde. Të lutem hiq një pajisje nga llogaria jote.
sr.notification.error.kaltura.service.expired;;%1 Moduli KS kthen gabimin KS ka skaduar
sr.notification.error.kaltura.service.invalid;;%1 Moduli KS kthen gabimin KS i pavlefshëm
sr.notification.error.kaltura.service.revocation;;%1 KS është i pavlefshëm (Kaltura kthen një gabim kur thërret backend API, ndoshta për shkak të revokimit të KS)
sr.notification.error.notAllowed.type.device;;%1: Na vjen keq, kjo pajisje nuk është në përputhje me shërbimin tonë. Të lutem provo përsëri me një pajisje tjetër.
sr.notification.error.secretCode.problem;;%1: Na vjen keq, nuk mundëm të të identifikonim. Provo përsëri më vonë. Ka dy çelësa në dokumentin Wit.
technicalOverlay.widget.label.audioBuffer;;Audio buffer
technicalOverlay.widget.label.audioPid;;Audio PID
technicalOverlay.widget.label.bandwidthManagement;;Menaxhimi i kapacitetit
technicalOverlay.widget.label.ber;;BER
technicalOverlay.widget.label.blackout;;Errësim i plotë
technicalOverlay.widget.label.bufferingTime;;Buffering time
technicalOverlay.widget.label.currentTime;;Ora aktuale
technicalOverlay.widget.label.droppedFrames;;Dropped frames
technicalOverlay.widget.label.errorManagement;;Menaxhimi i gabimeve
technicalOverlay.widget.label.estimatedBandwidth;;Kapaciteti aktual
technicalOverlay.widget.label.frequency;;Frekuenca
technicalOverlay.widget.label.licenseTime;;Kohëzgjatja e licencës
technicalOverlay.widget.label.liveLatency;;Live latency
technicalOverlay.widget.label.loadLatency;;Load latency
technicalOverlay.widget.label.multiaudio;;Multiaudio
technicalOverlay.widget.label.multicastGroup;;Grupi Multicast
technicalOverlay.widget.label.packetLoss;;Humbja e paketës
technicalOverlay.widget.label.progressBar;;Shiriti i Progresit
technicalOverlay.widget.label.sid;;SID
technicalOverlay.widget.label.snr;;SNR
technicalOverlay.widget.label.streamBandwidth;;Kapaciteti i transmetimit
technicalOverlay.widget.label.streamType;;Lloji i transmetimit
technicalOverlay.widget.label.textBuffer;;Tekst buffer
technicalOverlay.widget.label.videoBuffer;;Video buffer
technicalOverlay.widget.label.videoPid;;Video PID
technicalOverlay.widget.title;;Mbivendosje teknike
upnext.footer.back;;Pas
upnext.footer.moreEpisodes;;Më shumë Episode
upnext.header.nextEpisode;;Episodi tjetër
upnext.header.startingCounter;;Fillon në %1
upnextRecommendations1;;Diçka e ngjashme
upnextRecommendations2;;Diçka ndryshe
voice.app.changeChannel.text;;<p>Mbyll %1 dhe shiko %2 në Vodafone TV</p><p>ose kërko për %3 në %4</p>
voice.app.searchNotAllowed.text;;Kërkimi nuk është i mundur
voice.interface.searchScreenAccessMessage;;Më thuaj çfarë po kërkon
voice.interface.startMessage;;Si mund të ndihmoj?
voiceChrome.interface.listening;;Duke dëgjuar...
voiceChrome.interface.speaking;;Duke folur...
voiceChrome.interface.thinking;;Duke menduar...
volume.hintHotkeyProfiles;;shtyp gjatë butonin pa volum <br> për profilet audio 
watchNext.purchase;;Bli
watchNext.recording;;Regjistrimi
watchNext.rental;;Me qira
wifi.bandwidthStatePopup.description;;Për të zgjidhur këtë problem, të lutem shtyp riprovo dhe kontrollo ruterin, duke e vendosur më pranë pajisjes ose duke eliminuar çdo element pengues rreth tij, nëse gabimi vazhdon kontakto shërbimin e klientit (140).
wifi.bandwidthStatePopup.title;;Na vjen keq por ndodhi një problem me kapacitetin tuaj Wi-Fi
wifi.buttons.tryAgain;;Provo përsëri
