key;en-GROUP;de-DE-x-DE text
settings.remote.info.radioFrequency;;Die Fernbedienung nutzt seit %1 eine Radiofrequenz, um Deine GigaTV Box zu steuern.<br><br>Halte den gelben Knopf und die Nummerntaste [3] gedrückt, um sie zu trennen
settings.remote.info.remoteSerialNumber;;Seriennummer der Fernbedienung
settings.remote.info.remoteVersion.button;;Version der Fernbedienung
settings.remote.info.remoteVersion.subtitle;;Version der Fernbedienung
settings.remote.info.serialNumber.button;;Seriennummer
settings.remote.info.serialNumber.subtitle;;Seriennummer
settings.remote.info.softwareVersion;;Software-Version
settings.remote.info.title;;Informationen
settings.remote.info.version;;Version
settings.remote.paired.descriptionBle;;Du kannst die Sprachsteuerung verwenden, indem Du die Mikrofon-Taste auf der Fernbedienung drückst. Die Fernbedienung muss dabei nicht auf das Gerät zeigen
settings.remote.paired.descriptionIrRf;;Deine Fernbedienung ist jetzt per Radiofrequenz verbunden. Es ist nun nicht mehr notwendig, die Fernbedienung auf die GigaTV Box zu richten.
settings.remote.paired.subtitle;;Verbundene Fernbedienung
settings.remote.remoteStatus;;Status der Fernbedienung
settings.remote.retry.descriptionBle;;Die Verbindung ist fehlgeschlagen. Halte erneut den gelben Knopf und die Nummerntaste [3] fünf Sekunden lang gedrückt
settings.remote.retry.descriptionIrRf;;Die Verbindung ist fehlgeschlagen. Halte erneut den gelben Knopf und die Nummerntaste [1] fünf Sekunden lang gedrückt
settings.remote.retry.subtitle;;Fernbedienung verbinden
settings.remote.title;;Status der Fernbedienung
settings.remote.tvControls;;TV-Steuerung
settings.remote.unpaired.descriptionBle;;Verbinde Deine Fernbedienung mittels Bluetooth, um die Sprachsteuerung zu aktivieren. Danach muss die Fernbedienung nicht mehr auf die GigaTV Box gerichtet werden und kann auch für das Fernsehgerät verwendet werden.<br>Um die Fernbedienung zu verbinden, halte den gelben Knopf und die Nummerntaste [3] fünf Sekunden lang gedrückt.
settings.remote.unpaired.descriptionIrRf;;Verbinde Deine Fernbedienung mittels Radiofrequenz, um höhere Leistungen zu erzielen und um nicht mehr auf die GigaTV Box zeigen zu müssen.<br><br>Um die Verbindung herzustellen, halte den gelben Knopf und die Nummerntaste [1] fünf Sekunden lang gedrückt
settings.remote.unpaired.subtitle;;Fernbedienung verbinden
settings.remoteBooking.button.standbyOptions;;
settings.remoteBooking.screen.text;;
settings.remoteBooking.screen.title;;
settings.remoteControl;;Einstellungen zur Fernbedienung
settings.selfDiagnostics.button.internetConnection;;Internetverbindung
settings.selfDiagnostics.button.localStorage;;Lokaler Speicher
settings.selfDiagnostics.button.networkConnection;;Netzwerkverbindung
settings.selfDiagnostics.button.remote;;Fernbedienung
settings.selfDiagnostics.button.softwareUpdates;;Softwareaktualisierungen
settings.selfDiagnostics.button.tvChannels;;TV-Sender
settings.selfDiagnostics.issuesTable.message.sdi01.01;;Dein Gerät ist weder über LAN noch über WLAN verbunden. Überprüfe bitte die Kabelverbindung und die Einstellungen Deiner Netzwerkverbindung
settings.selfDiagnostics.issuesTable.message.sdi01.02;;GigaTV kann keine gültige IP-Adresse beziehen. Bitte überprüfe die IP-Einstellungen und starte Deinen Router und die GigaTV Box neu
settings.selfDiagnostics.issuesTable.message.sdi01.03;;Das WLAN-Signal ist schwach. Stelle die Verbindung stattdessen über LAN-Kabel her oder stelle den WLAN-Router näher an Deine GigaTV Box
settings.selfDiagnostics.issuesTable.message.sdi02.01;;GigaTV kann momentan keine Verbindung zum Internet herstellen. Wenn Du auf anderen Geräten im selben Netzwerk ähnliche Probleme erlebst, solltest Du mit Deinem Internet-Provider Rücksprache halten, da ein größeres Problem vorliegen könnte.<br />Wenn Du ausschließlich mit GigaTV Probleme hast, trenne das Gerät vom Strom und verbinde es danach erneut. Wenn das Problem weiterhin besteht, rufe beim Kundenservice an
settings.selfDiagnostics.issuesTable.message.sdi02.02;;GigaTV kann keine Verbindung zu Vodafone aufbauen, möglicherweise liegt eine Systemstörung vor. Bitte besuche die Vodafone-Webseite, um deren Status zu überprüfen
settings.selfDiagnostics.issuesTable.message.sdi03.01;;Es ist kein Antennenkabel mit der GigaTV Box verbunden. Bitte überprüfe den Kabelanschluss. 
settings.selfDiagnostics.issuesTable.message.sdi03.02;;Wegen des schlechten Empfangs über das Antennenkabel siehst Du aktuell eine verminderte Videoqualität. Bitte überprüfe die Kabelverbindung und stelle die Antenne neu ein
settings.selfDiagnostics.issuesTable.message.sdi03.03;;Wegen einer reduzierten Internet-Bandbreite oder Verbindungsproblemen empfängt GigaTV aktuell eine verminderte Videoqualität. (Eventuell ist die Bildqualität schlechter, weil Du zum Beispiel mehr als ein Video gleichzeitig streamst oder große Dateien herunterlädst.)<br/>Falls das der Fall ist, empfehlen wir Dir, Deinen Datenverbrauch während Du GigaTV benutzt einzuschränken oder Deinen Internet-Tarif zu erweitern
settings.selfDiagnostics.issuesTable.message.sdi04.01;;Die Batterien in Deiner GigaTV Fernbedienung sind schwach. Wechsle bitte bald die Batterien
settings.selfDiagnostics.issuesTable.message.sdi04.02;;Wird die GigaTV Fernbedienung mit der GigaTV Box verbunden, ist es nicht mehr notwendig, dass sie direkt auf die Box zeigt. Die Box kann dann sogar in einem Schrank untergebracht werden.<br/>Stelle diese Option im Menü unter Einstellungen > verbundene Geräte > Fernbedienung verbinden ein
settings.selfDiagnostics.issuesTable.message.sdi05.01;;Für Dein Gerät sind Softwareaktualisierungen verfügbar. Installiere sie um die neuesten Funktionen freizuschalten
settings.selfDiagnostics.issuesTable.message.sdi06.01;;Es liegt ein Problem mit dem lokalen Speicher vor, daher ist die Pause-Funktion deaktiviert.<br/>Bitte starte Deine GigaTV Box neu oder kontaktiere den technischen Kundendienst, wenn das Problem weiterhin besteht
settings.selfDiagnostics.issuesTable.title.sdi01.01;;Keine Netzwerkverbindung
settings.selfDiagnostics.issuesTable.title.sdi01.02;;Keine IP-Adresse
settings.selfDiagnostics.issuesTable.title.sdi01.03;;Schwaches WLAN-Signal
settings.selfDiagnostics.issuesTable.title.sdi02.01;;Es kann keine Internetverbindung hergestellt werden
settings.selfDiagnostics.issuesTable.title.sdi02.02;;Es kann keine Verbindung zu Vodafone hergestellt werden
settings.selfDiagnostics.issuesTable.title.sdi03.01;;Es ist kein Antennenkabel verbunden.
settings.selfDiagnostics.issuesTable.title.sdi03.02;;Schlechter Digital-TV-Empfang über Antennenkabel
settings.selfDiagnostics.issuesTable.title.sdi03.03;;Mindere Qualität des Video-Streaming über Internet.
settings.selfDiagnostics.issuesTable.title.sdi04.01;;Die Batterien in der Fernbedienung sind schwach!
settings.selfDiagnostics.issuesTable.title.sdi04.02;;Verbinde Deine Fernbedienung mit GigaTV
settings.selfDiagnostics.issuesTable.title.sdi05.01;;Softwareaktualisierung verfügbar.
settings.selfDiagnostics.issuesTable.title.sdi06.01;;Der lokale Speicher kann nicht verbunden werden.
settings.selfDiagnostics.noErrors;;Es wurden keine Probleme mit GigaTV festgestellt.
settings.serviceSettings;;Service-Einstellungen
settings.showBackgroundProcess.hide;;
settings.showBackgroundProcess.show;;
settings.soundAndVideo;;Audio & Video
settings.subscriptionFiltering.allAppsHidden;;Alle Apps ausgeblendet
settings.subscriptionFiltering.appsHidden;;%1 Apps ausgeblendet
settings.subscriptionFiltering.description;;Du kannst auswählen, welche Apps angezeigt oder verborgen werden. Wähle dazu aus der Liste der App-Anbieter aus
settings.subscriptionFiltering.title;;Apps filtern
settings.systemConfigurations.bluetooth.deviceList.title;;Verfügbare Geräte
settings.systemConfigurations.bluetooth.devicePairedList.title;;Verbundene Geräte
settings.systemConfigurations.developerMode;;Entwickler-Modus
settings.systemConfigurations.epgStbCacheStatus;;EPG Cache Status
settings.systemConfigurations.epgUiCacheStatus;;EPG UI Cache Status
settings.systemConfigurations.lastActiveStandby;;
settings.systemConfigurations.lastBoots;;Letzter Systemstart
settings.systemConfigurations.lastFullMaintenance;;
settings.systemConfigurations.lastLoginDate;;Letzter Login
settings.systemConfigurations.lastMaintenance;;Letzte Wartung
settings.systemConfigurations.lastMaintenanceReboot;;Letzter Wartungs-Neustart
settings.systemConfigurations.lastTechnicalDiagUpdate;;
settings.systemConfigurations.maintenanceTimeoutEvents;;Maintenance timeout MW events
settings.systemConfigurations.mobilePairing;;Mobiltelefon verbinden
settings.systemConfigurations.mobilePairing.concurrentPairingDenied;;Du kannst nicht mehrere Geräte gleichzeitig verbinden
settings.systemConfigurations.mobilePairing.description;;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
settings.systemConfigurations.mobilePairing.deviceList.title;;Verfügbare Geräte
settings.systemConfigurations.mobilePairing.failed;;Fehlgeschlagen
settings.systemConfigurations.mobilePairing.failure;;Fehler bei der automatischen Verbindung mit Deinem Telefon
settings.systemConfigurations.mobilePairing.paired;;Verbunden
settings.systemConfigurations.mobilePairing.pairingError;;Verbindungsfehler
settings.systemConfigurations.mobilePairing.pairingFailed;;Verbindung fehlgeschlagen
settings.systemConfigurations.mobilePairing.pairingInProgress;;Verbindung wird hergestellt
settings.systemConfigurations.mobilePairing.pairingSuccessful;;Erfolgreich eingeloggt
settings.systemConfigurations.mobilePairing.pinEntryHelpMessage;;Gib Deine Master-PIN ein, um das Gerät zu verifizieren
settings.systemConfigurations.mobilePairing.qrCodeMode.description;;Scanne diesen QR-Code mit deinem Mobiltelefon, um es zu verbinden
settings.systemConfigurations.mobilePairing.qrCodeMode.subtitle;;QR-Code scannen
settings.systemConfigurations.mobilePairing.readyToPair;;Verbindung möglich
settings.systemConfigurations.mobilePairing.showQrCode;;QR-Code anzeigen
settings.systemConfigurations.mobilePairing.subtitle;;Netzwerkgeräte
settings.systemConfigurations.mobilePairing.title;;Mobiltelefon verbinden
settings.systemConfigurations.networkAndPlayerLogs;;Netzwerk- & Player-Verlauf
settings.systemConfigurations.networkLogsTitle;;Netzwerk-Verlauf
settings.systemConfigurations.noMaintenanceDone;;Es wurde keine Wartung durchgeführt
settings.systemConfigurations.noMaintenanceTimeout;;No maintenance timeout
settings.systemConfigurations.playerLogsTitle;;Player-Verlauf
settings.systemConfigurations.refreshCacheStatus;;Cache-Status aktualisieren
settings.systemConfigurations.selfDiagnostics;;Selbstdiagnose
settings.systemConfigurations.soundBox;;Sprachassistenten
settings.systemConfigurations.soundBox.description;;Falls Du die Sprachsteuerung nicht mehr benutzen möchtest, kannst Du dieses Gerät von Deiner GigaTV Box trennen
settings.systemConfigurations.soundBox.deviceList.title;;Verfügbare Geräte
settings.systemConfigurations.soundBox.disconnectDevice;;Verbindung trennen
settings.systemConfigurations.soundBox.hideAlexaCards;;Alexa-Cards verbergen
settings.systemConfigurations.soundBox.showAlexaCards;;Alexa-Cards anzeigen
settings.systemConfigurations.soundBox.title;;Sprachassistenten
settings.systemConfigurations.soundbox.audioOutput;;Audio-Wiedergabe
settings.systemConfigurations.soundbox.audioOutput.checkOptical;;Stelle sicher, dass der optische Eingang auf der mobilen Installations-App ausgewählt ist
settings.systemConfigurations.soundbox.audioOutput.off;;Aus
settings.systemConfigurations.soundbox.audioOutput.off.selected;;Drücke OK zum Ausschalten
settings.systemConfigurations.soundbox.audioOutput.spdifstb;;GigaTV Box
settings.systemConfigurations.soundbox.audioOutput.spdifstb.selected;;Drücke OK, um Deine Audio-Anlage als externen Lautsprecher für Deine GigaTV Box zu verwenden
settings.systemConfigurations.soundbox.audioOutput.spdiftv;;TV
settings.systemConfigurations.soundbox.audioOutput.spdiftv.selected;;Drück OK, um Deine Audio-Gerät als externen Lautsprecher für Deinen Fernseher zu verwenden
settings.systemConfigurations.soundbox.audioOutput.turnedOff;;Deaktiviert
settings.systemConfigurations.soundbox.audioOutput.turnedOn;;Aktiviert
settings.systemConfigurations.status.downloading;;Download läuft...
settings.systemConfigurations.status.failed;;Fehlgeschlagen
settings.systemConfigurations.status.finished;;
settings.systemConfigurations.status.ok;;OK
settings.systemConfigurations.status.ongoing;;Läuft...
settings.systemConfigurations.subscriptionFiltering;;Abo-Filter
settings.systemConfigurations.technicalDiagnostics;;Technische Diagnose
settings.systemConfigurations.technicalDiagnostics.auth;;Authentifizierung
settings.systemConfigurations.technicalDiagnostics.authNrefresh;;AuthN token aktualisieren
settings.systemConfigurations.technicalDiagnostics.checkUpdate;;Nach Softwareaktualisierung suchen
settings.systemConfigurations.technicalDiagnostics.epg;;EPG aktualisieren
settings.systemConfigurations.technicalDiagnostics.licencesRefresh;;Lizenzen aktualisieren
settings.systemConfigurations.technicalDiagnostics.localMaintenance;;Lokale Wartung
settings.systemConfigurations.technicalDiagnostics.nagraCheckMaintenance;;Nagra-Wartung überprüfen
settings.systemConfigurations.technicalDiagnostics.nagraSSPCheckMaintenance;;Nagra SSP check maintenance
settings.systemConfigurations.technicalDiagnostics.newMaintenance;;
settings.systemConfigurations.technicalDiagnostics.no_save_home_mcast_stats;;
settings.systemConfigurations.technicalDiagnostics.noscan;;Keine Suche notwendig
settings.systemConfigurations.technicalDiagnostics.noupdate;;Kein Update notwendig
settings.systemConfigurations.technicalDiagnostics.oldMaintenance;;
settings.systemConfigurations.technicalDiagnostics.restart;;GigaTV Box neu starten
settings.systemConfigurations.technicalDiagnostics.save_home_mcast_stats;;
settings.systemConfigurations.technicalDiagnostics.scan;;Suche
settings.systemConfigurations.technicalDiagnostics.scanStart;;Scan start
settings.systemConfigurations.technicalDiagnostics.sendTechnical;;Technische Daten abschicken
settings.systemConfigurations.technicalDiagnostics.subtitle;;Letzte Wartung
settings.systemConfigurations.technicalDiagnostics.update;;GigaTV Box aktualisieren
settings.systemConfigurations.technicalOverlay;;Technische Überlagerung
settings.technicalOverlay;;Technische Überlagerung
settings.technicalOverlay.disable;;Deaktivieren
settings.technicalOverlay.enable;;Aktivieren
settings.tvBoxSettings;;GigaTV Box Einstellungen
settings.tvChannels.currentlyFound.cable;;Gefundene Sender:<div class='halfSummary'>Kabel<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyFound.ftth;;Gefundene Sender:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyHave.cable;;Aktuelle Sender: <div class='halfSummary'>Kabel<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3TV</div></div></div>
settings.tvChannels.currentlyHave.ftth;;Aktuelle Sender:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.showDttChannels;;Terrestrische Sender anzeigen
settings.tvChannels.weFound.cable;;Gefundene Sender:<div class='halfSummary'>Kabel<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.weFound.ftth;;Gefundene Sender:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvInput.auto;;Automatisch
settings.tvInput.auto.description;;Wähle diese Option aus, um mit Deiner GigaTV Fernbedienung die Lautstärke Deines Fernsehers zu steuern und Deinen Fernseher zusammen mit deiner GigaTV Box über die Power Taste an- und auszuschalten
settings.tvInput.config.power;;Power
settings.tvInput.config.power.description;;Wähle diese Option, um Dein TV-Gerät gemeinsam mit Deiner GigaTV Box über die Power-Taste auf Deiner GigaTV Fernbedienung in Standby zu versetzen und wieder aufzuwecken
settings.tvInput.config.volume;;Lautstärke
settings.tvInput.config.volume.description;;Wähle diese Option, um die Lautstärke Deines TV-Geräts mit den VOL +/- Tasten Deiner GigaTV Fernbedienung zu steuern
settings.tvInput.deviceList;;Geräte-Liste
settings.tvInput.deviceList.availableDeviceList.description;;Du kannst alle unterstützten und über HDMI verbundenen Geräte mit Deiner GigaTV Fernbedienung steuern
settings.tvInput.deviceList.availableDeviceList.title;;Geräte-Liste
settings.tvInput.deviceList.description;;Um Deine über HDMI verbundenen Geräte zu sehen und zwischen diesen mit Deiner GigaTV Fernbedienung zu wechseln, musst Du die Einstellungen für HDMI-CEC auf AN stellen
settings.tvInput.deviceList.unavailableDeviceList.description;;Um Deine über HDMI verbundenen Geräte zu sehen und zwischen diesen mit Deiner GigaTV Fernbedienung zu wechseln, musst Du die Einstellungen für HDMI-CEC auf AN stellen
settings.tvInput.deviceList.vodafoneDevice;;GigaTV
settings.tvInput.manual;;Manuell
settings.tvInput.manual.cecSettings;;Einstellungen für HDMI-CEC
settings.tvInput.manual.description;;Einige TV-Geräte erlauben Dir die Kontrolle einiger Funktionen nicht. Wende Dich dann bitte an Deinen TV-Geräte-Anbieter. Wähle die Option aus, um mit der GigaTV Fernbedienung die Lautstärke Deines Fernsehers zu steuern oder ihn zusammen mit Deiner GigaTV Box über die Power-Taste an- und auszuschalten
settings.tvInput.off;;Aus
settings.tvInput.off.description;;Wähle diese Option aus, um die Funktionen des über HDMI verbundenen TV-Geräts und der GigaTV Box auszuschalten
settings.tvInput.userOff;;Aus
settings.uiVersionOverlay;;UI-Version Überblendung
settings.uiVersionOverlay.hide;;Verbergen
settings.uiVersionOverlay.show;;Zeigen
settings.visualScrubberStatus;;
settings.visualScrubberStatus.disable;;
settings.visualScrubberStatus.enable;;
settings.voice.channel_change.default.answer;;Antwort auf Senderwechsel
settings.voice.channel_change.default.question;;Senderwechsel
settings.voice.navigate.default.answer;;Antwort auf Navigation
settings.voice.navigate.default.question;;Navigation 
settings.voice.search.default.answer;;Steuer Deine GigaTV mit Deiner Stimme. Aktiviere Sprachbefehle, indem Du die Mikrofon-Taste auf Deiner Fernbedienung drückst
settings.voice.search.default.question;;Suche
settings.voice.title;;Sprachsteuerung
settings.voice.voiceTopics;;Sprachsteuerung
settings.voiceAssistants;;Sprach-Assistenten
settings.warning.popup.recommendationsOptOut;;Wenn Du diesen Einstellungen nicht zustimmst, verpasst Du einige unserer Services und wir können Dir nicht das perfekte GigaTV Erlebnis versprechen. Willst Du wirklich fortfahren oder doch zurück und Deine Auswahl ändern?
shopInShop.disclaimer.title;;Impressum
smartTV.firstInstall.buttons.clear;;Verwerfen
smartTV.firstInstall.buttons.signin;;Anmelden
smartTV.firstInstall.buttons.whatsnew;;Neuigkeiten
smartTV.firstInstall.incompatibleDeviceErrorScreen.title;;
smartTV.firstInstall.login.error.description;;Bitte versuche es erneut, oder kontaktiere den Kundendienst unter: ########
smartTV.firstInstall.login.error.title;;Account-Problem
smartTV.firstInstall.login.error.tooManyDevices.description;;Es sind bereits zu viele Geräte registriert
smartTV.firstInstall.login.error.tvAlreadyPaired.description;;Dein Fernseher ist bereits mit der GigaTV Box verbunden
smartTV.firstInstall.login.fail.description;;
smartTV.firstInstall.login.fail.title;;
smartTV.firstInstall.login.nativeInput.placeholder;;Drücke OK zur Eingabe
smartTV.firstInstall.login.nativePassword.title;;Gib Dein Passwort ein
smartTV.firstInstall.login.nativeUsername.title;;Gib Deinen Benutzernamen ein
smartTV.firstInstall.login.password.description;;Falls Du bereits ein GigaTV Konto hast, melde Dich bitte an. Wenn Du mehr über unseren Service wissen willst, wähle Was ist GigaTV?
smartTV.firstInstall.login.password.title;;Passwort
smartTV.firstInstall.login.success.description;;
smartTV.firstInstall.login.success.title;;
smartTV.firstInstall.login.udid;;UDID: %1
smartTV.firstInstall.login.username.description;;Logge Dich ein, wenn Du bereits einen Account hast
smartTV.firstInstall.login.username.placeholder;;Gib Deinen Benutzernamen ein.
smartTV.firstInstall.login.username.title;;Benutzername
smartTV.firstInstall.login.welcome.description;;Bitte mit dem Benutzernamen und Passwort Deines GigaTV-Kontos anmelden
smartTV.firstInstall.login.welcome.title;;Willkommen bei GigaTV
smartTV.mainMenu.watchTV;;Jetzt im TV
smartTV.popups.exit.message;;Willst Du wirklich beenden?
smartTV.popups.exit.title;;Du verlässt nun GigaTV
smartTV.settings.account.logout;;Abmelden
smartTV.settings.account.logout.popup;;Willst Du Dich wirklich abmelden?
smarttv.offlineMode.buttonText;;
smarttv.offlineMode.descriptionText;;
smarttv.offlineMode.loadingText;;
smarttv.offlineMode.title;;
somethingDifferent;;Etwas anderes
somethingSimilar;;Ebenfalls empfohlen
sr.notification.error.authenticationError;;%1: Leider konnten wir Sie nicht anmelden. Bitte versuchen Sie es später erneut.
sr.notification.error.device.existsInOther.households;;%1: Leider konnten wir dieses Gerät nicht registrieren. Das Gerät ist einem anderen Konto zugeordnet.
sr.notification.error.exceeded.limit;;%1: Leider haben Sie die maximale Anzahl von Geräten erreicht, die in Ihrem Konto registriert werden dürfen. Bitte entfernen Sie ein Gerät aus Ihrem Konto.
sr.notification.error.kaltura.service.expired;;%1 KS Module returned error KS expired
sr.notification.error.kaltura.service.invalid;;%1 KS Module returned error invalid KS
sr.notification.error.kaltura.service.revocation;;%1 KS is invalid (Kaltura returned error when calling the backend API, possibly due to KS revocation)
sr.notification.error.notAllowed.type.device;;%1: Dieses Gerät ist leider nicht mit unserem Service kompatibel. Bitte versuchen Sie es erneut mit einem anderen Gerät.
sr.notification.error.secretCode.problem;;%1: Leider konnten wir Sie nicht anmelden. Bitte versuchen Sie es später erneut. Dies hat zwei Schlüssel im Witzdokument.
technicalOverlay.widget.label.audioBuffer;;
technicalOverlay.widget.label.audioPid;;Audio PID
technicalOverlay.widget.label.bandwidthManagement;;Bandbreitenverwaltung
technicalOverlay.widget.label.ber;;BER
technicalOverlay.widget.label.blackout;;Blackout
technicalOverlay.widget.label.bufferingTime;;
technicalOverlay.widget.label.currentTime;;
technicalOverlay.widget.label.droppedFrames;;
technicalOverlay.widget.label.errorManagement;;Fehlerverwaltung
technicalOverlay.widget.label.estimatedBandwidth;;
technicalOverlay.widget.label.frequency;;Frequenz
technicalOverlay.widget.label.licenseTime;;
technicalOverlay.widget.label.liveLatency;;
technicalOverlay.widget.label.loadLatency;;
technicalOverlay.widget.label.multiaudio;;Multiaudio
technicalOverlay.widget.label.multicastGroup;;Multicast-Gruppe
technicalOverlay.widget.label.packetLoss;;Datenpaketverlust
technicalOverlay.widget.label.progressBar;;Fortschrittsanzeige
technicalOverlay.widget.label.sid;;SID
technicalOverlay.widget.label.snr;;SNR (Signal-Rausch-Verhältnis)
technicalOverlay.widget.label.streamBandwidth;;
technicalOverlay.widget.label.streamType;;Art des Streams
technicalOverlay.widget.label.textBuffer;;
technicalOverlay.widget.label.videoBuffer;;
technicalOverlay.widget.label.videoPid;;Video PID
technicalOverlay.widget.title;;Technische Überlagerung
upnext.footer.back;;Zurück
upnext.footer.moreEpisodes;;Weitere Folgen
upnext.header.nextEpisode;;Nächste Folge
upnext.header.startingCounter;;Beginnt in %1
upnextRecommendations1;;Ebenfalls empfohlen
upnextRecommendations2;;Etwas anderes
voice.app.changeChannel.text;;<p>Beende %1 und sieh Dir %2 auf GigaTV an</p><p>oder suche nach %3 auf %4</p>
voice.app.searchNotAllowed.text;;Suche innerhalb von %1 nicht möglich
voice.interface.searchScreenAccessMessage;;Wonach suchst Du?
voice.interface.startMessage;;Womit kann ich helfen?
voiceChrome.interface.listening;;Hört zu...
voiceChrome.interface.speaking;;Spricht...
voiceChrome.interface.thinking;;Überlegt...
volume.hintHotkeyProfiles;;Halte die Stumm-Taste gedrückt<br>für Audio-Profile 
watchNext.purchase;;Kaufen
watchNext.recording;;Aufnahme
watchNext.rental;;Bezahlter Inhalt
wifi.bandwidthStatePopup.description;;Um das Problem zu beheben, drücke bitte Nochmal und prüfe Deinen Router, bringe ihn näher an die GigaTV Box oder entferne blockierende Gegenstände dazwischen. Falls der Fehler weiterhin besteht, rufe bitte unseren technischen Kundenservice an
wifi.bandwidthStatePopup.title;;Leider gab es ein Problem mit Deiner WLAN-Bandbreite
wifi.buttons.tryAgain;;Nochmal
