key,en-GROUP,pt-PT-x-PT text
gdpr.privacy.default.notice,,"SUPLEMENTO DE PRIVACIDADE<br/>SERVIÇO Tv - Funcionalidade “MODO INTELIGENTE”<br/><br/>Este suplemento de privacidade fornece algumas informações adicionais específicas para a Vodafone TV acerca do tratamento de dados pessoais que fazemos quando vê televisão através da set top box ou da aplicação Vodafone TV para dispositivos móveis (App Vodafone TV), bem como informação adicional acerca da funcionalidade Modo Inteligente, a qual pode ser ativada no Serviço de Televisão.<br/><br/>Para otimizar a experiência de utilização da Vodafone TV, é disponibilizada a funcionalidade “Modo Inteligente” a que pode aceder através de uma ativação opcional. Sem quaisquer custos adicionais, a Vodafone fornece-lhe uma experiência personalizada, baseada no seu perfil de utilização da sua TV Box, procurando selecionar conteúdos com o objetivo de lhe fazer recomendações especiais bem como para lhe apresentar outras ofertas e recomendações personalizadas relativas a outros produtos e serviços análogos da Vodafone, através do Serviço TV, mas também dos seus canais habituais de contacto (sms/mms, email e telefone). Para a prestação da funcionalidade “Modo Inteligente” a Vodafone terá, necessariamente, de recolher informações pessoais, nomeadamente no que respeita às suas visualizações e à sua experiência de utilização da TV Box (incluindo visualizações através da TV App, inclusive por perfil de visualização que venha a ser criado). Este Suplemento de Privacidade explica-lhe como é que tal informação é recolhida e como será usada. Poderá a qualquer momento ativar ou desativar esta funcionalidade através do menu de configurações da respetiva TV Box ou App TV no seu dispositivo móvel.<br/><br/>Para mais informação sobre privacidade aplicável genericamente ao serviço móvel e/ou fixo consulte o respetivo Suplemento de Privacidade no website da Vodafone em www.vodafone.pt (em Condições de Oferta de Serviços) e para conhecer a nossa Declaração de Privacidade aplicável a todos os nossos produtos e serviços, o que inclui o Serviço TV – Modo Inteligente vá ao Portal de Privacidade em https://privacidade.vodafone.pt<br/><br/>A Vodafone tratará os seus dados, quando tal seja necessário, para a celebração e execução do seu contrato e para dar seguimento aos seus pedidos. A sua informação pode, ainda, ser tratada com base num interesse legítimo do negócio da Vodafone, para cumprimento de uma obrigação legal a que a Vodafone esteja adstrita ou justificada no seu consentimento sempre que o tratamento não possa ser alicerçado noutros fundamentos legais.<br/><br/>Informação pessoal que recolhemos<br/>Recolhemos a sua informação quando:<br/>-Subscreve pela primeira vez o Serviço TV ou, posteriormente, quando subscreve algum conteúdo,<br/>-Vê ou adquire algum conteúdo fornecido pelo Serviço Vodafone TV ou, se aplicável, quando usa a TV App,<br/>-Realiza pesquisa de programas ou outros conteúdos,<br/>-Usa o comando de voz pressionando o botão microfone no seu comando,<br/>-Contacta as nossas equipas de Apoio ao Cliente com questões ou reclamações.<br/>O tipo de informação que tratamos sobre si quando vê televisão na sua Tv Box e sempre que ativa o Modo Inteligente, consiste no seguinte:<br/>1.Informações que nos fornece e relativas ao seu contrato: tais como, informações pessoais indicadas para as definições da sua conta ou quando interage com o serviço mediante a subscrição de produtos de televisão, pacotes de canais, a criação dos seus perfis de visualização, aderindo a promoções, entre outras (por exemplo: nome, morada, informações para realização de pagamentos, faixas etárias quando define regras de controlo parental ou para o Modo Kids, produtos e serviços subscritos). Também utilizaremos informações sobre quaisquer outros produtos e serviços fornecidos pela Vodafone, que tenha subscrito.<br/>2. Informações para autenticação: utilizamos, ainda, as suas credenciais (tais como passwords e PIN ou informação de segurança adicional) para o poder autenticar para a utilização do Serviço por exemplo quando associa a App TV ao seu Serviço TV. Para concluir a associação da App TV Vodafone iremos tratar o número de telemóvel a partir do qual está a aceder à APP bem como o número de conta do Serviço TV a associar.<br/>Utilizamos, ainda, as suas credenciais para aceder a diversas funcionalidades, nomeadamente quando utiliza a possibilidade de proteger alguns conteúdos e aceder a funcionalidades através da atribuição de um PIN disponibilizado pela Vodafone por ex. para efeitos de controlo parental no acesso ao Serviço TV, visualização de determinados conteúdos, subscrição de conteúdos e serviços e compras através da plataforma de TV.<br/>3.Informações que são recolhidas automaticamente geradas pela utilização do Serviço TV: informações recolhidas através da experiência de utilização TV Box e que incluem o seu histórico de visualizações (podendo incluir data e hora) bem como das recomendações (as quais podem ser personalizadas quando ativa o Modo Inteligente) que lhe  apresentamos, informação dos conteúdos favoritos e/ou adicionados às suas listas, registos de aluguer e visualização de conteúdos no videoclube, gravações e canais de televisão, utilização de Apps e do histórico da sua conta.<br/>4.Informações recolhidas ao usar o comando de voz: no caso da sua TV Box suportar a funcionalidade de comando de voz, ao pressionar o botão microfone do comando, tratamos a sua voz de forma a traduzir as suas palavras em texto e operacionalizar as suas instruções. A funcionalidade “comando de voz” funciona independentemente de ter ativo, ou não, o modo inteligente.<br/>5. Informações acerca da sua Tv Box ou dispositivo móvel: por exemplo, iremos recolher informação acerca da TV Box e do tipo de dispositivo que estiver a utilizar e quanto ao respetivo número identificador único (por exemplo e consoante a plataforma na qual estiver a utilizar o Serviço Tv, podemos recolher o IMEI ou número do seu dispositivo móvel, o MAC address do equipamento sem fios que estiver a utilizar). Recolhemos, ainda, informação quanto ao tipo de equipamento (ex. telemóvel, tablet, smart TV, computador) no qual tem instalado a App Vodafone TV, nome do dispositivo, características do dispositivo (por ex. características do ecrã) e do respetivo sistema operativo e software.<br/>6. Interações com o Serviço de Apoio a Clientes: quando nos contacta por qualquer meio. Por exemplo, uma mensagem enviada por si ou a gravação de uma chamada realizada para o nosso Serviço de Apoio a Clientes, um email ou carta enviados, ou outros registos de contacto para os nossos serviços serão objeto de tratamento pela Vodafone.<br/>7.Informação recolhida através da utilização da App Vodafone TV: se vir televisão através da App tratamos informação acerca das suas visualizações de programas TV e utilização de diversas funcionalidades com referência ao Serviço de TV contratado, incluindo a duração, data e hora de início e fim da sessão de utilização da APP.<br/>8. Informação de localização: estes dados podem ser mais precisos quando ativa serviços ou funcionalidades de localização que utilizam os dados do Sistema de Posicionamento Global (GPS) ou menos precisos, quando são referentes à identificação das estações de base da nossa rede móvel e pontos de acesso Wi-Fi quando utiliza o Serviço TV através de um dispositivo móvel. Ou, ainda, menos preciso quando, por exemplo, a informação de localização é decorre do seu endereço IP ou dados, como um código postal ou nome de um concelho ou cidade.<br/>9. Informação anonimizada sobre como usa os nossos produtos e serviços: inclui informação relativa aos níveis de serviço prestado, nomeadamente para identificar falhas de rede ou outros eventos que possam afetar a nossa rede ou outros serviços, para melhorar a experiência e proceder à resolução de questões técnicas. Recolhemos, ainda, detalhes acerca do modo como usa o nosso serviço TV, por exemplo para identificar os conteúdos mais populares para os nossos clientes e quais os conteúdos mais solicitados). Tratamos ainda informação para fins de análise sobre a forma como os nossos utilizadores usam a App Vodafone TV com a finalidade de melhoria da experiência e resolução de problemas técnicos.<br/><br/>Como usamos a sua informação pessoal<br/>1. Para lhe prestar o serviço TV bem como a funcionalidade “Modo Inteligente” (quando estiver ativa):<br/>Usamos os seus dados pessoais para lhe prestar o serviço que subscreveu, nomeadamente:<br/>-Para visualizar, gravar ou aceder a conteúdos,<br/>-Comprar novos conteúdos,<br/>-Prestar suporte ao cliente e resolução de avarias.<br/>-No caso da App TV, usamos também a informação recolhida para a prestação do serviço dentro e fora do território nacional (i.e. Estados - Membros da UE), sendo necessário determinar a localização do Utilizador. Neste âmbito a sua informação é também tratada para gestão de reclamações e apoio ao cliente, prevenção de fraude e avaliação da qualidade da transmissão da emissão de programas TV e vídeo.<br/>No momento da subscrição ou renovação do serviço Vodafone TV NET VOZ, a Vodafone pode solicitar as informações necessárias para determinar o seu Estado-Membro de residência (utilizando, por exemplo, a informação sobre o local de instalação da TV Box ou endereço de IP como meio de verificação). Os dados resultantes da utilização do endereço de IP, enquanto meio de verificação, serão recolhidos apenas em formato binário.<br/>2. Marketing e comunicações comerciais: Enquanto nosso Cliente, queremos mantê-lo informado sobre os nossos produtos e serviços, podendo enviar newsletters ou outras comunicações para lhe dar a conhecer as nossas ofertas, produtos e serviços promoções, concursos e passatempos através dos canais habituais de contacto (sms/mms, email e telefone). Personalizaremos estas mensagens com base nos seus serviços e produtos (por exemplo, não o iremos incomodar com comunicações para a celebração de um contrato Tv Net Voz se for Cliente destes serviços, mas poderemos dar-lhe a conhecer alguma oferta que lhe permita usar estes serviços de forma mais interessante para si).<br/>3. Modo Inteligente (quando ativo) - criação de Perfis de visualização e utilização do Serviço TV para recomendações personalizadas na TV Box e nos canais habituais de contacto: criamos perfis com base no seu histórico e hábitos de visualização. Esta informação serve para lhe recomendar outros programas e conteúdos que possa querer assistir bem como para lhe apresentar outras ofertas e recomendações personalizadas relativas a outros produtos e serviços análogos da Vodafone, através da TV e também dos seus canais habituais de contacto (sms/mms, email, telefone).<br/>Assim, e sempre que ativar a funcionalidade Modo Inteligente, a Vodafone utiliza as informações recolhidas para lhe proporcionar a melhor experiência em termos de recomendação de conteúdos de acordo com o seu histórico e perfil de visualização.<br/>As recomendações serão sempre na perspetiva do conteúdo mais relevante dado o seu perfil – construído com base em elementos como conteúdos visualizados, séries preferidas, autores ou atores mais frequentemente visualizados, entre outros – e poderão incluir a sugestão de retoma de conteúdos parcialmente visualizados, conteúdos automaticamente gravados que vão de encontro ao seu perfil de visualização, sugestão de canais em que estão a passar conteúdos relevantes para o seu perfil aquando da apresentação da recomendação, e ainda o convite para visualização de conteúdos de videoclube ou de outro tipo sujeitos a subscrição.<br/>A funcionalidade Modo Inteligente inclui, ainda, o espaço KIDS- uma aplicação de recomendações dedicada a crianças - que se caracteriza por ser um espaço fechado exclusivamente dedicado a conteúdos infantojuvenis, do qual apenas é possível sair ao inserir o PIN. O espaço KIDS apresenta a possibilidade de criar múltiplos perfis, com a definição da idade da criança e um nome (avatar) correspondente a cada perfil (dos 0 a 12 anos), o que irá servir como base para a definição dos conteúdos para recomendar para cada perfil – de acordo com a idade, e restrito a conteúdos infantis adequados para essa idade. Os conteúdos sugeridos pelo Modo Inteligente no espaço KIDS, estão limitados a conteúdos infantis, sendo apenas determinados pela idade do perfil, e totalmente independente da faixa etária que possa ter sido definida pelo Cliente na configuração de Controlo Parental.<br/>Em momento algum, as informações de visualização, perfis e utilização do espaço KIDS serão utilizadas para fins de Marketing (tal como melhor descrito infra) ou outros que não a recomendação de conteúdos adequados à idade do perfil da criança e ao seu histórico de utilização.<br/>Usaremos, ainda, a sua informação de perfil de preferências e histórico de visualização para lhe propor ofertas e recomendações personalizadas nos canais habituais de contacto (sms/mms, email e telefone) para que tenha acesso, por exemplo a promoções e destaques relacionados com os canais e as Aplicações mais utilizadas e que consideramos serem mais interessantes para si. Usamos a sua informação, também, para lhe apresentar outras ofertas e recomendações personalizadas relativas a outros produtos e serviços análogos da Vodafone.<br/>4. Otimização do Serviço: tratamos a sua informação para nos seja possível melhorar e prestar um Serviço com ainda melhor qualidade. Recolhemos, por exemplo, informações sobre as suas visualizações, de forma agregada, para compreender o grau de popularidade dos programas junto dos respetivos telespectadores. Por exemplo, se sabemos que determinado programa é popular, estaremos empenhados em providenciar que são apresentados conteúdos semelhantes. Em qualquer caso, esta informação não o identifica de forma pessoal.<br/><br/>Transferências internacionais de dados<br/>Não transferimos dados para fora do EEE, a sua informação está armazenada na Irlanda e localmente também em Portugal.<br/><br/>Como partilhamos as suas informações pessoais<br/><br/>Quando for aplicável, partilharemos as suas informações com:<br/>-Empresas do Grupo Vodafone,<br/>-Parceiros ou agentes envolvidos na disponibilização de produtos e serviços que solicitou o usou,<br/>-Empresas contratadas para executar serviços para/em nome da Vodafone Portugal ou do Grupo Vodafone,<br/>-Agências de notação de crédito, de prevenção contra fraudes ou de avaliação empresarial, ou outras agências de avaliação de crédito,<br/>-Agências de cobrança de dívidas ou outras organizações para recuperação de dívidas,<br/>-Autoridades policiais, órgãos governamentais, autoridades reguladoras, tribunais ou outras autoridades públicas, quando a tal formos obrigados ou autorizados, nos termos da lei nacional.<br/><br/>Também poderemos partilhar informações agregadas das suas visualizações com parceiros provedores de conteúdo para compreender o grau de popularidade dos programas junto dos respetivos telespectadores. Por exemplo, se soubermos que determinados programas são populares, nos concentraremos em obter conteúdo semelhante para você. Essa informação não identifica sua personalidade. Por exemplo, se sabemos que determinado programa é popular, estaremos empenhados em providenciar que são apresentados conteúdos semelhantes. Em qualquer caso, esta informação não o identifica de forma pessoal.<br/><br/>Que escolhas/opções tenho<br/><br/>Modo Inteligente: A Vodafone oferece-lhe a possibilidade de escolher e controlar a informação que pretende partilhar. Assim, pode escolher Ativar ou Desativar o Modo Inteligente, a qualquer momento, continuando a ter acesso ao Serviço Vodafone Tv Net Voz nas condições contratadas. Para tal aceda ao menu de configurações da TV Box e siga as instruções na opção “Modo Inteligente”. A operação de desativação determina que, a partir dessa data, os dados relativos à sua utilização da Tv Box não serão objeto de tratamento para a prestação de uma experiência personalizada de Tv, deixando, igualmente, de receber ofertas e recomendações personalizadas relativas a outros produtos e serviços análogos da Vodafone baseadas nestes dados de visualizações e utilização do Serviço TV. Dependendo do que tiver definido quanto às suas permissões para o tratamento de dados pessoais para fins de receção de recomendações personalizadas, poderá continuar a receber comunicações comerciais da Vodafone, mas as mesmas não serão baseadas nos dados relativos às suas visualizações na Tv.<br/>Ao desativar as recomendações do Modo Inteligente desativará automaticamente as recomendações de conteúdos adequadas à idade da criança disponíveis do Espaço Kids.<br/><br/>Marketing e comunicações comerciais: tem a possibilidade de, a qualquer momento, se opor à receção de mensagens de marketing formuladas com base nos seus dados de Conta e Faturação. Se não quiser continuar a receber estas mensagens, pode optar pelo não recebimento de todas as comunicações de marketing ou apenas através determinados canais de contato (email, SMS, MMS, ou telefone).Pode consultar e gerir, em qualquer momento, as suas permissões quanto ao tratamento de dados de Conta e Faturação (bem como de Dados de Rede e Trafego ou Dados de Localização) com a finalidade do envio de comunicações comerciais, no Portal de Privacidade, em Gestão de Permissões, disponível em https://privacidade.vodafone.pt<br/><br/>Por quanto tempo guardamos a sua informação<br/><br/>Armazenamos e tratamos as suas informações pessoais pelo tempo necessário por lei ou para lhe podermos oferecer os serviços solicitados.<br/>Os dados que recolhemos para lhe apresentar recomendações de outros conteúdos de TV que possam ser do seu interesse ou de outros produtos e serviços análogos aos contratados com a Vodafone, nos diversos canais de contacto, para fins de marketing (quando ativa o Modo Inteligente) bem como para realizar análises e suporte ao cliente são armazenados por 6 meses. <br/>Os restantes dados pessoais inerentes à sua conta de cliente, tais como morada ou informação relativa a subscrição de serviços de TV, promoções ou preferências pessoais indicadas, bem como a sua informação pessoal tratada para efeitos de registo e criação do Utilizador Tv serão conservados durante o período em que o seu contrato se mantiver em vigor permanecendo nos nossos sistemas por um período razoável após o término do contrato connosco, caso decida usar nossos serviços novamente. A Vodafone, ou um dos nossos parceiros, poderão contactá-lo, durante este período, sobre os serviços Vodafone caso não tenha optado por não receber as nossas comunicações de marketing.<br/>A Vodafone poderá, ainda, reter relatórios estatísticos e de informação agregada relativos à informação gerada pela prestação do serviço por períodos mais longos, porém estes relatórios não o identificam como utilizador e não serão usados de forma que tenha qualquer impacto na sua privacidade.<br/><br/>Como protegemos a sua informação<br/><br/>A Vodafone implementou medidas de segurança técnicas e organizacionais adequadas, conforme exigido por lei e pelos standards da indústria para proteger os seus dados pessoais contra o acesso, uso e divulgação não autorizados.<br/>Tomamos as ações necessárias para assegurar que a sua informação pessoal apenas será usada de acordo com o descrito neste suplemento de privacidade e honramos as escolhas e permissões que nos concedeu.<br/>Não podemos aceitar responsabilidade por qualquer acesso não autorizado ou perda de informações pessoais que esteja além do nosso controle.<br/>Nunca solicitaremos as suas informações pessoais ou de conta por meio de comunicação não solicitada. O Cliente é responsável por manter as suas informações pessoais e de conta seguras, e não partilhar as mesmas com outras pessoas.<br/>Apenas estabelecemos parcerias com prestadores de serviços que garantam nesses serviços o mesmo nível de segurança da informação que espera da Vodafone.<br/>Saiba mais na nossa Declaração de Privacidade disponível no Portal de Privacidade em https://privacidade.vodafone.pt<br/><br/>Os seus direitos<br/><br/>Nos termos da legislação aplicável, é garantido ao Cliente o direito de acesso aos dados que lhe digam diretamente respeito, podendo também solicitar a portabilidade dos mesmos, a sua correção, aditamento, eliminação ou a limitação do tratamento. Para o efeito, o Cliente pode contactar a Vodafone Portugal, Comunicações Pessoais, S.A., Avenida D. João II, n.º 36, Parque das Nações, 1998-017 Lisboa. No que respeita ao direito de acesso e de portabilidade também poderá preencher o seu pedido no formulário online disponível no Portal de Privacidade.<br/>O Cliente pode, ainda, a qualquer momento, opor-se ao tratamento dos seus dados para fins de comunicações comerciais ou telemarketing ou retirar as autorizações anteriormente prestadas (nomeadamente desativando o Modo Inteligente), sem prejuízo de, ainda assim, a Vodafone proceder ao tratamento desses dados para efeitos de prestação, faturação e cobrança do serviço. Veja supra [Que escolhas/opções tem].<br/>O Cliente tem ainda o direito de ser notificado quando ocorra uma violação dos seus dados pessoais.<br/>Se pretender contactar-nos para ter informação sobre os seus direitos ou apresentar queixa sobre o modo como usamos as suas informações, deve contactar a nossa equipa de Serviço ao Cliente ou enviar-nos um email para privacidade@vodafone.com. Faremos os possíveis para ajudar, mas caso continue insatisfeito poderá contactar a CNPD – Comissão Nacional de Proteção de Dados cujos detalhes de contacto podem ser consultados em www.cnpd.pt<br/><br/>Quem presta o serviço<br/>O Serviço TV é prestado pela Vodafone Portugal – Comunicações Pessoais, S.A. com sede na Avenida D. João II, 36 - Parque das Nações Lisboa e com o número de identificação de pessoa coletiva 502544180.<br/><br/>Contactos<br/>A sua opinião é importante para nós. Caso tenha alguma questão ou necessite de esclarecimentos quanto a este Suplemento de Privacidade por favor envie-nos um email para privacidade@vodafone.com"
gdpr.privacy.notice.description,, 
gdpr.privacy.notice.title,,Política de privacidade
gdpr.privacy.settings.agree,,Aceitar
gdpr.privacy.settings.agreed,,Aceite
gdpr.privacy.settings.agreedAll,,Aceitar
gdpr.privacy.settings.consent.description,, 
gdpr.privacy.settings.description,,Pode alterar a sua escolha selecionando
gdpr.privacy.settings.disagree,,Aceitar Genérica
gdpr.privacy.settings.disagreedAll,,Não aceitar
gdpr.privacy.settings.notAgreed,,Não aceite
gdpr.privacy.settings.notice.description,, 
gdpr.privacy.thirdPartyConsent.description,,Política de Privacidade
gdpr.privacy.thirdPartyConsent.title,,Consentimento com Política de Privacidade
hpvr.countdown.shortSeconds,,%1 segundos
hpvr.dismiss,,Dismiss
hpvr.formatDisk,,Formatar Disco
hpvr.hdd.connected,,Disco local ligado
hpvr.hdd.eject.popup.title,,Para voltar a ter acesso às gravações locais terá de voltar a ligar o disco.
hpvr.hdd.ongoing.eject.popup.title,,(ao desligar o disco vai perder acesso às gravações locais).
hpvr.hdd.recognized,,Disco local detetado
hpvr.hddFormat.popup.subtitle,,Se formatar este disco rígido todos os dados gravados serão perdidos.
hpvr.hddFormat.popup.title,,We can't connect this local drive
hpvr.hddFormatFailed.popup.subtitle,,Por favor contacte o Apoio ao Cliente se o erro persistir.
hpvr.hddFormatFailed.popup.title,,Encontrámos um erro ao formatar o disco.
hpvr.hddFormatting.popup.subtitle,,Formatação do disco rígido
hpvr.hddFormatting.popup.title,,O seu disco está a ser formatado
hpvr.hddFormattingDone.popup.subtitle,,Para utilizar o disco para gravações, é necessário reiniciar a Tv Box.
hpvr.hddFormattingDone.popup.title,,O seu disco foi formatado com sucesso.
hpvr.hddNotRecognize.popup.subtitle,,Please ensure you have connected the Vodafone TV Local Drive
hpvr.hddNotRecognize.popup.title,,Local drive is not recognised
hpvr.hddPlugged.popup.subtitle,,To use your local drive for recording you will need to restart your Set Top Box. /n/n Your Set-Top-Box will automatically restart in
hpvr.hddPlugged.popup.title,,Connected local drive
hpvr.newHddPlug,,Local drive connected
hpvr.recording.cancelled,,Gravação cancelada
hpvr.recording.channelNotFound,,Gravação não iniciada devido ao canal não ter sido encontrada
hpvr.recording.completed,,Gravação efetuada com sucesso
hpvr.recording.deleted,,Gravação apagada
hpvr.recording.hddBufferOverflow,,Gravação não pode ser concluída devido a HDD Buffer Overflowing
hpvr.recording.noCASSessionAvailable,,Gravação não pode ser concluída devido a indisponibilidade de sessões CAS
hpvr.recording.noEntitlement,,Gravação não pode ser concluída devido a falta de permissão para o conteúdo
hpvr.recording.noHDD,,Gravação não pode ser concluída devido a remoção do disco HDD
hpvr.recording.noHDDSpace,,Gravação não pode ser concluída devido a falta de capacidade do disco HDD
hpvr.recording.noHDDWritable,,Gravação não pode ser concluída devido a erro de escrita no disco HDD não especificado
hpvr.recording.noSignal,,Gravação não pode ser concluída devido a perda de sinal
hpvr.recording.noTunersAvailable,,Gravação não pode ser concluída devido a indisponibilidade de tuners
hpvr.recording.ongoing,,Gravação já se iniciou
hpvr.recording.partiallyCompleted,,Gravação iniciada mas interrompida pelo sistema
hpvr.recording.scheduled,,Gravação agendada com sucesso
hpvr.restartLater,,Reiniciar Mais Tarde
hpvr.restartNow,,Reiniciar Agora
hpvr.subtitle.hddDisconnectedInformations,,You need to reconnect your local drive to watch local recordings
hpvr.subtitle.localQuotaLimitReached,,Atingiu o limite de gravações pessoais
hpvr.title.formattingStorage,,O disco foi formatado.
hpvr.title.hddDisconnected,,Your local drive is disconnected
hpvr.title.localQuotaLimitReached,,Atingiu o limite de gravações pessoais
hybridPvrNotification.lowStorageForRecord,,Por favor apague algumas gravações para libertar espaço.
hybridPvrNotification.rescheduledRecording,,Gravação Reagendada
hybridPvrNotification.rescheduledTo,,%1 <br>a %2
improvedRec.cancelEpisodes.selectEpisodes,,Selecione os episódios
improvedRec.deleteEpisodes.selectEpisodes,,Seleccione Episódios para apagar
improvedRec.deleteProtectedRecording.subtitle,,Tem a certeza que deseja apagar a gravação protegida?
improvedRec.deleteProtectedRecording.title,,Apagar gravação protegida?
improvedRec.deleteProtectedRecordings.subtitle,,A sua selecção inclui gravações protegidas. Confirma que pretende apagar?
improvedRec.deleteProtectedRecordings.title,,Apagar as gravações protegidas?
improvedRec.episodeCancelledAndChooseOption.subtitle,,Quer cancelar mais episódios ou a série completa?
improvedRec.episodeCancelledAndChooseOption.title,,A gravação do episódio foi cancelada com sucesso.
improvedRec.episodeDeletedAndChooseOption.subtitle,,Deseja apagar mais episódios ou a Série completa?
improvedRec.episodeDeletedAndChooseOption.title,,O Episódio foi apagado com sucesso. 
improvedRec.filters.all,,Tudo
improvedRec.filters.genre.othersInfos,,"Gravações anteriores sem género categorizado vão ser apresentadas em ""Outras"""
improvedRec.filters.genre.rail.allMovies,,Filmes
improvedRec.filters.genre.rail.allTvShows,,Programas de TV
improvedRec.filters.scheduledRecordings,,Gravações programadas
improvedRec.infos.cloudPercentage,,%1% do espaço disponível
improvedRec.infos.localPercentage,,%1% do espaço local disponível
improvedRec.infos.recordings,,%1 Gravações
improvedRec.infos.selectedOf,,%1 de %2 selecionado
improvedRec.infos.simplePercentage,,Espaço restante: %1%
improvedRec.infos.updated.recordings,,% 1 gravações atualizadas ...
improvedRec.manage.noItemSelected.cancelDescription,,Selecione pelo menos um episódio
improvedRec.manage.noItemSelected.description,,Necessita de selecionar pelo menos um conteúdo para apagar
