key;en-GROUP;el-GR-x-GR text
firstInstall.recoverPwdScreen.subtitle;;Σαρώστε τον QR κωδικό
firstInstall.recoverPwdScreen.title;;Ανάκτηση του κωδικού πρόσβασης
firstInstall.scanSummaryScreen.description.fail;;Δεν βρέθηκαν κανάλια. <br/>Παρακαλώ δοκιμάστε ξανά ή επισκεφτείτε την σελίδα μας www.vodafone.gr/tv/.
firstInstall.scanSummaryScreen.description.fail.OTTOnly;;Δεν βρέθηκαν κανάλια. Ελέγξτε ότι το δίκτυο σας λειτουργεί και δοκιμάστε ξανά.
firstInstall.scanSummaryScreen.description.fail.cable;;Δεν βρέθηκαν κανάλια. Ελέγξτε ότι το καλώδιο είναι σωστά συνδεδεμένο και δοκιμάστε ξανά.
firstInstall.scanSummaryScreen.description.fail.ftth;;Δεν βρέθηκαν κανάλια. Ελέγξτε ότι το καλώδιο είναι σωστά συνδεδεμένο και δοκιμάστε ξανά.
firstInstall.scanSummaryScreen.description.partial;;<div class='halfSummary'>Επίγεια<div class='channelsSummary'><div>%1 Κανάλια</div><div>%2 Ρ/Φ σταθμοί</div></div></div><div class='halfSummary'>Vodafone TV<div class='channelsSummary'>%3 Κανάλια</div></div></div>Η αναζήτηση καναλιών ολοκληρώθηκε. 
firstInstall.scanSummaryScreen.description.partial.cable;;firstInstall.scanSummaryScreen.description.partial.cable
firstInstall.scanSummaryScreen.description.partial.ftth;;firstInstall.scanSummaryScreen.description.partial.ftth
firstInstall.scanSummaryScreen.description.success;;Η αναζήτηση ολοκληρώθηκε.<br/>Βρέθηκαν τα ακόλουθα κανάλια<br/><div class='halfSummary'>Ελέυθερα <div class='channelsSummary'><div>%1 Κανάλια</div><div>%2 Ρ/Φ σταθμοί</div></div></div><div class='halfSummary'>Vodafone TV<div class='channelsSummary'>%3 Κανάλια</div></div></div>
firstInstall.scanSummaryScreen.description.success.OTTOnly;;Η σάρωση καναλιών ολοκληρώθηκε.<br/> Βρέθηκαν τα ακόλουθα κανάλια:<br/><div class='halfSummary'>Vodafone TV<div class='channelsSummary'>%1 Κανάλια</div></div></div>
firstInstall.scanSummaryScreen.description.success.cable;;Η αναζήτηση των καναλίων ολοκληρώθηκε.<br/>Βρέθηκαν: <br/><div class='halfSummary'>Καλωδιακά κανάλια<div class='channelsSummary'><div>%1 TV</div><div>%2 Ραδιοφωνικοί σταθμοί</div></div></div><div class='halfSummary'>IP Κανάλια<div class='channelsSummary'>%3 Μεσω Κεραίας</div></div></div>
firstInstall.scanSummaryScreen.description.success.ftth;;Channel Search Finished.<br/>Βρέθηκαν:<br/><div class='halfSummary'>IP κανάλια<div class='channelsSummary'><div>%1 TV</div><div>%2 Ραδιοφωνικοί σταθμοί</div></div></div><div class='halfSummary'>Internet κανάλια <div class='channelsSummary'>%3 TV</div></div></div>
firstInstall.standbyModeSelectionScreen.desc;;Παρακαλώ επιλέξτε λειτουργία εξοικονόμησης ενέργειας<br><br>Η χαμηλή εξοικονόμηση συνεπάγεται ότι το Vodafone TV θα εκκινεί πιο γρήγορα (αλλά εξοικονομεί λιγότερη ενέργεια)<br><br>Η υψηλή εξοικονόμηση συνεπάγεται ότι το Vodafone TV θα εκκινεί πιο αργά (αλλά θα εξοικονομεί περισσότερη ενέργεια)
firstInstall.standbyModeSelectionScreen.title;;Λειτουργία αναμονής
firstInstall.startChannelsScanScreen.description.cable;;Έναρξη σάρωσης καναλιών
firstInstall.startChannelsScanScreen.description.ftth;;Η αναζήτηση έχει βρει διαθέσιμος τηλεοπτικούς και ραδιοφωνικούς<br/> σταθμούς.
firstInstall.unpairRfRemoteScreen.description;;Πιέστε και κρατήστε το κίτρινο κουμπί και το 3 για να συγχρονίσετε το τηλεχειριστήριο σας.
firstInstall.wifiBandwidthStateScreen.buttons.retry;;Δοκιμάστε πάλι
firstInstall.wifiNetworkErrorScreen.wirelessConnectionError;;Η σύνδεση μέσω wi-fi δεν ήταν επιτυχής, Παρακαλώ δοκιμάστε ξανά.
firstInstall.wifiNetworkSelector.wps;;WPS
firstInstall.wiredNetworkScreen.noInternet;;SC115 Αδυναμία σύνδεσης.<br/>Παρακαλώ προσπαθήστε αργότερα ή επικοινωνήστε με τον ToBi στο www.vodafone.gr για βοήθεια.
folder.bundle.includes;;Περιεχόμενα
folder.button.confirm;;Επιβεβαίωση
folder.button.selfcare.subscribe;;Συνδρομή
folder.button.subscribe;;Συνδρομή %1/ μήνα
folder.button.subscribed;;Συνδρομή
folder.channelGrid.title;;Κανάλια από %1
folder.subscriptionType.app;;Συνδρομή εφαρμογής
folder.subscriptionType.individualLinearChannel;;Συνδρομητικό κανάλι
folder.subscriptionType.pack;;Συνδρομητικό πακέτο
ftu.welcome.scanQR.button.description;;Εάν έχετε την εφαρμογή Vodafone TV στο κινητό σας, συνδεθείτε πιο γρήγορα με αυτή την επιλογή χρησιμοποιόντας την κάμερα του κινητού.
ftu.welcome.signUp.buttonText;;Σύνδεση
gdpr.consent;;Συγκατάθεση
gdpr.notice;;Όροι
gdpr.privacy;;Πολιτική απορρήτου
gdpr.privacy.consent.ads.description;;Για να λάβετε εξατομικευμένες διαφημίσεις πρέπει να δώσετε τη συγκατάθεση σας.
gdpr.privacy.consent.confirmation;;"Μη συμφωνώντας δεν θα λαμβάνετε προτάσεις για ταινίες και σειρές καθώς και άλλες πρόσθετες λειτουργίες που δίνουν καλύτερη εμπειρία στο Vodafone TV. <br/>Είστε βέβαιοι ότι θέλετε να προχωρήσετε με αυτή την επιλογή;"
gdpr.privacy.consent.description;;Για να χρησιμοποιήσετε τις προτάσεις, πρέπει να συμφωνήσετε με αυτήν τη δήλωση.
gdpr.privacy.consent.kids.description;;Για να έχετε την πλήρη εμπειρία της εφαρμογής για παιδιά, πρέπει να συμφωνήσετε με αυτή τη δήλωση.
gdpr.privacy.consent.title;;Συγκατάθεση απορρήτου
gdpr.privacy.default.notice;;"Vodafone TV - Δήλωση σχετικά με την επεξεργασία των προσωπικών δεδομένων<br/><br/>Ο σκοπός της παρούσας δήλωσης είναι να δώσει πρόσθετες πληροφορίες στους συνδρομητές σχετικά με την επεξεργασία των δεδομένων τους που γίνεται από την Εταιρεία στο πλαίσιο παροχής της Υπηρεσίας Ψηφιακής Τηλεόρασης «Vodafone TV» είτε μέσω του ψηφιακού εξοπλισμού  είτε μέσω της εφαρμογής Vodafone TV App. Για γενικές πληροφορίες σχετικά με την επεξεργασία των προσωπικών σας δεδομένων, συμπεριλαμβανομένων των δεδομένων που επεξεργαζόμαστε όταν σας παρέχουμε την Υπηρεσία Vodafone TV ως μέρος των τηλεπικοινωνιακών μας υπηρεσιών, μπορείτε να μπείτε εδώ για να διαβάσετε την «Πολιτική μας για την προστασία της Ιδιωτικότητας και των Προσωπικών Δεδομένων».<br/><br/>Ποιοι είμαστε: Η Vodafone -Πάναφον Α.Ε.Ε.Τ. είναι μέλος του Ομίλου Vodafone και ο υπεύθυνος επεξεργασίας των προσωπικών σας δεδομένων. Η έδρα μας είναι στην οδό Τζαβέλλα 1-3, Χαλάνδρι Αττικής, T.K. 152 31. Για περισσότερες λεπτομέρειες σχετικά με τον τρόπο με τον οποίο μπορείτε να επικοινωνήσετε μαζί μας δείτε παρακάτω την παράγραφο της παρούσας δήλωσης με τίτλο Πως να επικοινωνήσετε μαζί μας.Στην παρούσα δήλωση : ""Εμείς / εμάς"" αναφέρεται στην Vodafone -Πάναφον Α.Ε.Ε.Τ. ,""Τρίτο μέρος"" αναφέρεται σε οποιονδήποτε εκτός από εσάς,  την Vodafone -Πάναφον Α.Ε.Ε.Τ. ή οποιοδήποτε μέλος του Ομίλου Vodafone και ""Vodafone"" ή ""Όμιλος Vodafone""  νοείται η Vodafone Group Plc και κάθε εταιρεία ή άλλος οργανισμός στον οποίο η Vodafone Group Plc κατέχει ποσοστό 50% ή μεγαλύτερο του μετοχικού κεφαλαίου.Προσωπικά δεδομένα που συλλέγουμε για εσάς.<br/><br/>Οι κατηγορίες των δεδομένων που συλλέγουμε και επεξεργαζόμαστε όταν παρακολουθείτε Vodafone TV είτε μέσω της του ψηφιακού εξοπλισμού (set-top box) είτε μέσω της εφαρμογής Vodafone TV App, είναι οι ακόλουθες:<br/><br/>Προσωπικά στοιχεία, όπως όνομα, ημερομηνία γέννησης, διεύθυνση κατοικίας, Α.Φ.Μ., διεύθυνση ηλεκτρονικού ταχυδρομείου,Τα διαπιστευτήρια σας, όπως όνομα χρήστη, κωδικό και συναφή στοιχεία που απαιτούνται για την ταυτοποίησή σας και την πρόσβασή σας στο λογαριασμό και την Υπηρεσία,Πληροφορίες σχετικά με το λογαριασμό σας, όπως το πρόγραμμα ή πακέτο που έχετε επιλέξει και τις επιλογές που έχετε ρυθμίσει κατά τη χρήση της Υπηρεσίας, Το ιστορικό των επιλογών σας και τις προτάσεις που σας έχουμε κάνει, Τις προτιμήσεις και συνήθειες σας κατά τη χρήση της Υπηρεσίας ,Τη μεταξύ μας επικοινωνία - όπως η καταγραφή ή μαγνητοφώνηση μίας κλήσης που πραγματοποιείτε προς κάποιο τηλεφωνικό μας κέντρο, όποτε τούτο σύμφωνα με την νομοθεσία επιτρέπεται, ενός e-mail, μίας επιστολής ή οποιασδήποτε άλλης μορφής επικοινωνίας επιχειρήσετε Πληροφορίες σχετικά με τις πληρωμές σας, όπως για παράδειγμα αγορά ταινιών μέσω της υπηρεσίας Video on demand, Πληροφορίες σχετικά με τον εξοπλισμό, τη συσκευή ή το set top box σας.<br/><br/>Για παράδειγμα συλλέγουμε στοιχεία για την κατηγορία της συσκευής κινητού που χρησιμοποιείτε και τον μοναδικό αριθμό ταυτοποίησης αυτής ή το σειριακό αριθμό εξοπλισμού set top box ή τη διεύθυνση ελέγχου πρόσβασης στο set top box κτλ.Τα δεδομένα θέσης σας, εφόσον έχετε ενεργοποιήσει το σύστημα εντοπισμού όταν παρακολουθείτε Vodafone TV μέσω του κινητού σας ή όταν η τοποθεσία σας προκύπτει από την IP address σας ή τη διεύθυνση κατοικίας σας ή τη διεύθυνση αποστολής του λογαριασμού σας. Επίσης, συλλέγουμε πληροφορίες σχετικά με τη χρήση της Υπηρεσίας Vodafone TV από τους συνδρομητές,  όπως: Στοιχεία σχετικά με το επίπεδο και την ποιότητα της υπηρεσίας που λαμβάνετε, όπως για παράδειγμα βλάβες ή τεχνικά προβλήματα που ενδέχεται να αντιμετωπίζετε και να επηρεάζουν τη χρήση της Υπηρεσίας. Λεπτομέρειες σχετικά με το περιεχόμενο της Υπηρεσίας, όπως για παράδειγμα εάν κάποιο περιεχόμενο είναι ιδιαίτερα δημοφιλές ή έχει μεγαλύτερη ζήτηση και Ανώνυμα αναλυτικά στοιχεία για τη χρήση της εφαρμογής Vodafone TV App με σκοπό τη βελτίωση της εμπειρίας πελάτη και την αντιμετώπιση τυχόν τεχνικών προβλημάτων. Πότε συλλέγουμε τα δεδομένα σας Η συλλογή των δεδομένων σας πραγματοποιείται όταν:Αγοράζετε για πρώτη φορά την Υπηρεσία Vodafone TV ή όταν προσθέτετε νέες υπηρεσίες/πακέτα,Παρακολουθείτε ή αγοράζετε περιεχόμενο από την Υπηρεσία Vodafone TV ή όταν κάνετε χρήση της εφαρμογής Vodafone TV App, ήΕπικοινωνείτε με τις ομάδες εξυπηρέτησης πελατών μας για την υποβολή ενός αιτήματος ή παραπόνου. Η Vodafone επεξεργάζεται τα προσωπικά σας δεδομένα με βάση τα ακόλουθα:Την εξυπηρέτηση  της σύμβασής σας με τη Vodafone τόσο μετά τη σύναψη όσο και κατά το προσυμβατικό στάδιο αυτής και την επεξεργασία τυχόν αιτημάτων σας, συμπεριλαμβανομένων, παραδείγματος χάρη, των στοιχείων για την έκδοση του μηνιαίου λογαριασμού σας για την πληρωμή της Υπηρεσίας ή Τα έννομα επιχειρηματικά συμφέροντα της Vodafone, συμπεριλαμβανομένης, παραδείγματος χάριν, της πρόληψης απάτης, της διατήρησης ασφάλειας των συστημάτων μας, της επίτευξης των στόχων μας για προωθητικές ενέργειες, καθώς και της βελτίωσης των υπηρεσιών και των προϊόντων μας. Όποτε βασιζόμαστε σε αυτή τη νoμιμοποιητική βάση για να επεξεργαστούμε τα δεδομένα σας, αξιολογούμε πάντοτε τα επιχειρηματικά μας συμφέροντα για να βεβαιωθούμε ότι δεν υπερισχύουν των δικαιωμάτων σας. Επιπλέον, σε ορισμένες περιπτώσεις έχετε το δικαίωμα να αντιταχθείτε στην επεξεργασία αυτή. Για περισσότερες πληροφορίες, επισκεφθείτε την ενότητα ""Τα δικαιώματά σας"" της παρούσας δήλωσης. Τη συμμόρφωση με μια νομική ή κανονιστική υποχρέωση, συμπεριλαμβανομένων, για παράδειγμα, λογιστικών και φορολογικών απαιτήσεων, οι οποίες υλοποιούνται βάσει των εσωτερικών πολιτικών και διαδικασιών της. Τη συγκατάθεση που παρέχετε, όταν η Vodafone δεν βασίζεται σε άλλη νομική βάση. Η συγκατάθεσή σας αυτή μπορεί να ανακληθεί ανά πάσα στιγμή. Χρήση των δεδομένων σας. Η επεξεργασία των δεδομένων σας πραγματοποιείται για τους ακόλουθους σκοπούς: Για να ενεργοποιήσουμε την Υπηρεσία Vodafone TV βάσει της μεταξύ μας σύμβασης. Για να διαχειριζόμαστε το περιεχόμενο και να βελτιώνουμε την εμπειρία της Υπηρεσίας Vodafone TV. Για να διενεργούμε ελέγχους πιστοληπτικής ικανότητας, στις περιπτώσεις που υποβάλετε αίτηση για σύμβαση παροχής υπηρεσιών και να αξιολογούμε τη σχετική αίτηση. Για να σας τιμολογούμε για τη χρήση της Υπηρεσίας ή/και για πρόσθετο περιεχόμενο και να ολοκληρώνουμε την εξόφληση των λογαριασμών σας. Για να απαντάμε στα ερωτήματα ή τους προβληματισμούς σας αναφορικά με τη χρήση του δικτύου, των προϊόντων ή της Υπηρεσίας μας. Για να σας πληροφορούμε γενικά για νέα προϊόντα και υπηρεσίες,εκτός αν έχετε επιλέξει να μη λαμβάνετε προωθητικά μηνύματα. Για να κατανοούμε τον τρόπο που χρησιμοποιείτε το δίκτυο, τα προϊόντα και την Υπηρεσία μας. Με αυτό τον τρόπο, μπορούμε να αναπτύξουμε πιο ενδιαφέροντα προϊόντα και υπηρεσίες, προσαρμοσμένες στις ανάγκες σας, καθώς και να σας προτείνουμε προϊόντα και υπηρεσίες προσαρμοσμένες στις ανάγκες και τις προτιμήσεις σας. Παραδείγματος χάριν, τέτοιου είδους επεξεργασία πραγματοποιείται μέσω της Μηχανής Προτάσεων της Υπηρεσίας Vodafone TV,Recommendation Engine, η οποία, με τη χρήση αυτοματοποιημένων μέσων, συλλέγει και επεξεργάζεται τις επιλογές περιεχομένου του συνδρομητή με σκοπό να προτείνει, μέσω της σχετικής προβολής στον κατάλογο περιεχομένου, αντίστοιχα προϊόντα ή προγράμματα προσαρμοσμένα στις προτιμήσεις του συγκεκριμένου συνδρομητή. Για να προβαίνουμε σε ελέγχους και στις απαιτούμενες ενέργειες για την προστασία του δικτύου μας, της Υπηρεσίας και του περιεχόμενου αυτής από παράνομη ή μη ορθή χρήση ή άλλες εγκληματικές ενέργειες καθώς και για την επαλήθευση του κράτους -μέλους διαμονής του Συνδρομητή, με βάση τα προβλεπόμενα στην ισχύουσα νομοθεσία για τη διασυνοριακή φορητότητα. Να παρέχουμε σε τρίτα μέρη στατιστικές πληροφορίες που αφορούν τους συνδρομητές . Διαβίβαση των προσωπικών σας δεδομένων. Ενδέχεται να μοιραστούμε δεδομένα που σας αφορούν με: Εταιρίες του Vodafone Group. Προμηθευτές και συνεργάτες, οι οποίοι μετέχουν στη διαδικασία παροχής των προϊόντων και υπηρεσιών που έχετε παραγγείλει ή χρησιμοποιείτε. Εταιρίες που έχουν αναλάβει να παρέχουν υπηρεσίες στο ή για λογαριασμό του Vodafone Group. Φορείς και οργανισμούς καταπολέμησης της απάτης, καταλόγους επιχειρήσεων και υπηρεσίες πληροφοριών πιστοληπτικής ικανότητας. Δικηγορικές εταιρίες/δικηγόρους, ή εταιρίες ενημέρωσης οφειλετών,  ή οργανισμούς με συναφή δραστηριότητα. Αστυνομικές και εποπτικές αρχές, διοικητικούς φορείς, δικαστικές ή άλλες δημόσιες αρχές στις οποίες είτε οφείλουμε να παρέχουμε πληροφορίες είτε αυτές εξουσιοδοτούνται από το νόμο να τις ζητούν. Eνδέχεται να χρειαστεί να διαβιβάσουμε προσωπικά σας δεδομένα σε άλλες εταιρείες του Ομίλου Vodafone ή σε τρίτους που βρίσκονται σε χώρες εκτός της χώρας όπου εργάζεστε, συμπεριλαμβανομένων χωρών εκτός του Ευρωπαϊκού Οικονομικού Χώρου. Αν στείλουμε προσωπικά δεδομένα σχετικά με εσάς σε χώρα που δεν ανήκει στον ΕΟΧ, θα διασφαλίσουμε ότι υπάρχει νομική βάση για μια τέτοια μεταφορά και ότι τα προσωπικά σας δεδομένα προστατεύονται επαρκώς, όπως απαιτείται από την ισχύουσα νομοθεσία, για παράδειγμα μέσω τυποποιημένων συμφωνιών που έχουν εγκριθεί από τις αρμόδιες αρχές και απαιτούν τη χρήση άλλων κατάλληλων τεχνικών και οργανωτικών μέτρων για την προστασία των προσωπικών σας δεδομένων. Πόσο καιρό διατηρούμε τα προσωπικά σας δεδομένα. Διατηρούμε τα δεδομένα σας, είτε σε έντυπη, είτε σε ηλεκτρονική μορφή, για όσο χρονικό διάστημα είναι σε ισχύ η σύμβασή σας και προβλέπεται κατά περίπτωση από την ισχύουσα νομοθεσία. Εφόσον δεν έχουμε υποχρέωση τήρησης από το νόμο, θα διαγράψουμε τα δεδομένα σας αμέσως μόλις σταματήσουμε να τα χρειαζόμαστε για κάποιον από τους ανωτέρω σκοπούς. Ωστόσο, θα τηρήσουμε ορισμένα προσωπικά δεδομένα σας για ένα εύλογο χρονικό διάστημα μετά την καθ’ οιονδήποτε τρόπο λήξη ή λύση της σύμβασή σας. Σε κάθε περίπτωση, υπό την προϋπόθεση ότι μετά την καθ’ οιονδήποτε τρόπο λήξη ή λύση της σύμβασης βρίσκεται σε εκκρεμότητα οφειλή, ή αίτημα επίλυσης διαφοράς, ή καταγγελία του συνδρομητή ενώπιον αρμόδιας διοικητικής, δημόσιας ή Δικαστικής Αρχής, τα εν λόγω δεδομένα διατηρούνται μέχρι την οριστική επίλυση της διαφοράς. Η Εταιρία μας, ή κάποιος από τους συνεργάτες μας, ενδέχεται να επικοινωνήσει μαζί σας μέσα σε αυτό το εύλογο χρονικό διάστημα, προκειμένου να σας ενημερώσουμε για τις υπηρεσίες της Vodafone, εκτός εάν έχετε απεγγραφεί από τις λίστες των προωθητικών ενεργειών. Ασφάλεια και προστασία προσωπικών δεδομένων . Έχουμε δημιουργήσει εξειδικευμένες ομάδες που ελέγχουν και βελτιώνουν διαρκώς τα μέτρα προστασίας των προσωπικών σας δεδομένων από μη εξουσιοδοτημένη χρήση, τυχαία απώλεια, διάδοση ή καταστροφή. . Στις περιπτώσεις που ένα φυσικό ή νομικό πρόσωπο παρέχει σε εμάς ή για λογαριασμό μας υπηρεσίες που περιλαμβάνουν την επεξεργασία προσωπικών δεδομένων, διασφαλίζουμε ότι το συγκεκριμένο πρόσωπο εφαρμόζει τα κατάλληλα μέτρα προστασίας και επεξεργάζεται τα δεδομένα σύμφωνα με τον καθορισμένο τρόπο. Τα εν λόγω πρόσωπα δεν έχουν το δικαίωμα να επεξεργάζονται τα δεδομένα σας για δικούς τους σκοπούς. Οι ομάδες ασφαλείας μας πραγματοποιούν τακτικούς ελέγχους, ώστε να διασφαλίζουν τη συμμόρφωση των παραπάνω προσώπων προς τα κριτήρια που έχουμε θέσει. Η επικοινωνία μέσω διαδικτύου, όπως τα e-mails, δεν είναι ασφαλής χωρίς εφαρμογή κρυπτογράφησης. Οι επικοινωνίες που επιχειρείτε ενδέχεται να περιλαμβάνουν μεταφορά δεδομένων μέσω διαφόρων χωρών, λόγω της φύσης του διαδικτύου. Η Vodafone δεν αναλαμβάνει ευθύνη για οποιαδήποτε μη εξουσιοδοτημένη πρόσβαση ή απώλεια δεδομένων προσωπικού χαρακτήρα που δεν υπόκεινται στον άμεσο έλεγχό της. Τα δικαιώματά σας.Μπορείτε να επικοινωνήσετε μαζί μας, για να σας εξηγήσουμε ποια δεδομένα τηρούμε για εσάς, καθώς και τον ακριβή τρόπο με τον οποίο τα επεξεργαζόμαστε. Επιπλέον, μπορείτε ανά πάσα στιγμή να μας ζητήσετε αντίγραφο των προσωπικών δεδομένων που τηρούμε για εσάς. Εάν πιστεύετε ότι τα δεδομένα σας δεν είναι ακριβή, παρακαλούμε επικοινωνήστε μαζί μας,  ώστε να προβούμε στις απαιτούμενες  διορθώσεις. Σε περίπτωση που θεωρείτε ότι τα δεδομένα σας δεν υπόκεινται σε επεξεργασία για κάποιο συγκεκριμένο και νόμιμο σκοπό, μπορείτε να μας ζητήσετε να προχωρήσουμε σε διαγραφή τους. Μπορείτε να μας ζητήσετε να αναστείλουμε την επεξεργασία των προσωπικών δεδομένων σας ή να εναντιωθείτε σε αυτή για λόγους που σας αφορούν. Ειδικά στις περιπτώσεις που λαμβάνουμε αυτοματοποιημένες αποφάσεις, παρακαλούμε απευθυνθείτε σε εμάς, ώστε να σας επιτρέψουμε να παρέμβετε. Μπορείτε να ζητήσετε την εξαίρεσή σας από όλες τις προωθητικές ενέργειες ή να επιλέξετε να εξαιρεθείτε από ορισμένες μόνο μορφές εμπορικής επικοινωνίας,όπως το e-mail, τα γραπτά μηνύματα, το τηλέφωνο, κ.λ.π. Στην περίπτωση που δεν επιθυμείτε πλέον να λαμβάνετε προωθητικά μηνύματα μέσω e-mail, μπορείτε να απεγγραφείτε από τη λίστα μας. Μπορείτε να ζητήσετε την απευθείας διαβίβαση των δεδομένων προσωπικού χαρακτήρα, που σας αφορούν, στον οργανισμό που θα της υποδείξετε σύμφωνα με τη σχετική νομοθεσία. Αν δεν  είμαστε σε θέση να ικανοποιήσουμε οποιοδήποτε από τα παραπάνω αιτήματα, θα σας ενημερώνουμε εγκαίρως και αιτιολογημένα. H πολιτική cookies. Η Εταιρεία δύναται να χρησιμοποιεί στοιχεία «cookies» από τη χρήση της Υπηρεσίας για την διευκόλυνση πρόσβασης του Συνδρομητή σε ορισμένες υπηρεσίες, για στατιστικούς λόγους ή εν γένει για λόγους εμπορικής ανάπτυξης της Υπηρεσίας. Πώς να επικοινωνήσετε μαζί μας . Αν έχετε περαιτέρω απορίες σχετικά με την παρούσα δήλωση για την επεξεργασία των προσωπικών δεδομένων σας, μπορείτε να επικοινωνήσετε μαζί μας στην κάτωθι ηλεκτρονική  διεύθυνση data.privacy.gr@vodafone.com, ή τηλεφωνικώς με την Εξυπηρέτηση Πελατών στο τηλέφωνο 13830 Για οποιαδήποτε αλλαγή ή επικαιροποίηση της παρούσας δήλωσης θα σας ενημερώνουμε εγκαίρως."
